name,sector,founded,headquarters,founders,country,amount_raised_inr
KrishiKan,Agritech,2020.0,Bengaluru,"Raj Kancham, Vivek Radhakrishnan",India,
Krishify,Agritech,2019.0,Gurugram,"Avinash Kumar, Manish Agrawal, Rajesh Ranjan",India,"Rs 510,450,000.0"
Krishitantra,Agritech,2017.0,Udupi,Anand Bellan Raman,India,"Rs 83,000,000.0"
Krishival,Ecommerce,2014.0,Mumbai,,India,
Krishivan Tech,Agritech,2017.0,Bengaluru,Devendar Penugonda,India,
Krishk23,Agritech,2022.0,Bir,Amit Thakur,India,
KritiLabs Technologies,Advanced Hardware & Technology,2012.0,Chennai,"L.N. Rajaram, Maroor Srikrishna, Srikrishna Varadharajan",India,
Kritsnam Technologies,Clean Tech,2015.0,Kanpur,"K. Sri Harsha, Satya Komal Nandam",India,
Kriya Labs,Clean Tech,2017.0,New Delhi,"Ankur Kumar, Kanika Prajapat, Pracheer Dutta",India,
Kroop AI,AI,2021.0,Gandhinagar,"Dr Jyoti Joshi, Milan Chaudhari, Sarthak Gupta",India,
Kroto,Enterprise Tech,2023.0,Bengaluru,"Rose Kamal Love, Yasir Parvez, Yuvraj Singh",India,
Krvvy,Ecommerce,2024.0,Noida,"Anant Bhardwaj, Yash Goyal",India,
Kshema General Insurance,Fintech,2018.0,Hyderabad,Natraj Nukala,India,
Kuants,Fintech,2017.0,Gurugram,"Ayush Gangwar, Mohit Bansal",India,
Kubo Care,Health Tech,2023.0,Bengaluru,,India,
Kuddle,Consumer Services,2021.0,Bengaluru,"Akshay Singhaniya, Nikhil Bansal, Raunak Kumar Agarwal",India,
Kudofi,Enterprise Tech,2023.0,Ahmedabad,Mosam Gor,India,
Kudos,Fintech,2014.0,Pune,Pavitra Pradip Walvekar,India,
Kuhoo,Fintech,2021.0,Mumbai,"Prashant A Bhonsle,Prashant A Bhonsle",India,"Rs 1,660,000,000.0"
Kuku FM,Media & Entertainment,2018.0,Mumbai,"Lal Chand Bisu, Vikas Goyal, Vinod Kumar Meena",India,"Rs 5,959,400,000.0"
Kuliza,Fintech,2006.0,Bengaluru,"Anand Kuliza, Aparna Sharma",India,"Rs 249,000,000.0"
Kulzy,Media & Entertainment,2012.0,Noida,"Sandeep Vij, Sreekant Khandekar",India,"Rs 83,000,000.0"
Kunji,Fintech,2022.0,Mumbai,,India,
Kustom Codes,Enterprise Tech,2011.0,Ahmedabad,Dhaval Prajapati,India,
Kutuki,Edtech,2018.0,Bengaluru,"Bharath Bevinahally, Sneha Sundaram",India,"Rs 183,430,000.0"
Kutumb,Media & Entertainment,2020.0,Bengaluru,"Mohit Sharma, Naveen Dewangan, Vipul Allawadhi",India,"Rs 2,607,030,000.0"
Kutumba,Fintech,2020.0,Bengaluru,"Divya Jagadish, Vinaya Sathyanarayana",India,
Kuvera,Fintech,2016.0,Bengaluru,"Gaurav Rastogi,Neelab Sanyal",India,"Rs 394,250,000.0"
Kwaab,Ecommerce,2012.0,Gurugram,Yatharth Awtaney,India,
Kwik Foods,Ecommerce,2020.0,Gurugram,"Harshal Patel, Prabhleen Kaur",India,
Kwikpic,Enterprise Tech,2019.0,Mumbai,"Harsh Khaitan, Deep Karkhanis, Kushal Agarwal",India,
Kyari,Ecommerce,2022.0,Indore,"Agam Choudhary, Saksham Jain",India,
Kyazoonga,Enterprise Tech,2007.0,Mumbai,"Akash Bhatia, Arpita Majumder, Neetu Bhatia",India,
Kyron Global Accelerator,,2012.0,Bengaluru,,India,
Kytchens,Enterprise Tech,2020.0,Mumbai,"Bansi Kotecha, Nachiket Shetye",India,
Kyte,Media & Entertainment,2018.0,Mumbai,"Dhanesh Kumar, Jaideep Poonia, Ravish Naresh",India,"Rs 6,763,670,000.0"
Kyte Energy,Clean Tech,2019.0,Nashik,"Yash Arora,Kush Arora,Nikhil Sethi",India,
L4o,Edtech,2020.0,Jaipur,"Devvarat Meena, Kamal Kant Gupta, Rahil Sheikh",India,
LAT Aerospace,Advanced Hardware & Technology,2025.0,New Delhi,"Surabhi Das,Deepinder Goyal",India,"Rs 1,660,000,000.0"
LEAD School,Enterprise Tech,2012.0,Mumbai,"Smita Deorah, Sumeet Mehta",India,"Rs 15,125,090,000.0"
LILA Games,Media & Entertainment,2020.0,Bengaluru,"Avinash Pandey, Joseph Kim",India,"Rs 1,064,060,000.0"
LISSUN,Health Tech,2021.0,Gurugram,"Krishna Veer, Tarun Gupta",India,"Rs 210,820,000.0"
LLMate,Enterprise Tech,2023.0,Bengaluru,"Abhas Sinha, Nikhil Allamsetti, Parth Jaimini, Rupesh Raj",India,
LLUMO AI,Enterprise Tech,2023.0,Noida,"Akshat Anand, Shivam Gupta",India,
LOTrucks,Logistics,2015.0,Bengaluru,"Bharath Narayan, Ram Narayan",India,
LQI,Ecommerce,2016.0,New Delhi,Shubham Khanna,India,
LXME,Fintech,2021.0,Mumbai,"Dr.Jasmin B Gupta, Priti Rathi Gupta, Ridhi Doongursee",India,"Rs 99,600,000.0"
LYNK Logistics,Logistics,2015.0,Chennai,"Abinav Raja, Shekhar Bhende",India,"Rs 249,000,000.0"
LabInApp,Edtech,2014.0,Hubballi,"Girish Shirigannavar, Pavan Shinde, Pramod Ramdurg, Vinayak Hulabutti",India,
LabStreet,Health Tech,2015.0,Gurugram,"Lalit Mittal, Ujjwal Chaudhry",India,
LabaHolic,Web3,2023.0,Ambala,,India,
LabsAdvisor,Health Tech,2015.0,New Delhi,"Ashish Bhatia, Rahul Shukla",India,
Ladakh Bites,Ecommerce,2022.0,Leh,,India,
Ladakh Brew,Ecommerce,2021.0,Leh,"Deachen Chusket, Tashi Namgail",India,
LafaLafa,Ecommerce,2015.0,Gurugram,Yosha Gupta,India,
Lahori,Ecommerce,2021.0,Mohali,"Saurabh Munjal,Nikhil Doda,Nikhil Doda,Saurabh Bhutna",India,"Rs 1,245,000,000.0"
Laiqa Wellness,Ecommerce,2019.0,Gurugram,"Monica Bindra, Nazish Mir",India,"Rs 148,570,000.0"
Lal Sweets,Ecommerce,2010.0,Bengaluru,Prateek Athwani,India,"Rs 3,263,560,000.0"
LambdaTest,Enterprise Tech,2017.0,Noida,"Asad Khan, Jay Singh, Mayank Bhola",India,"Rs 8,964,000,000.0"
Lancify,Consumer Services,2018.0,Bengaluru,"Azan Barodawala, Gowtham Sundaresan",India,
Landeed,Enterprise Tech,2022.0,Hyderabad,"Jonathan Richards, Sanjay Mandava, ZJ Lin",India,"Rs 1,311,400,000.0"
Language Curry,Edtech,2017.0,Gurugram,"Aneesha Jyoti, Puneet Singh, Vatsala Sharma",India,
Larkai Healthcare,Enterprise Tech,2020.0,Gurugram,"Pritam Dhalla,Abhilash Chakraverty",India,
Latambarcem Brewers,Ecommerce,2017.0,Bicholim,"Aditya Ishan Varshnei,Anish Varshnei",India,"Rs 124,500,000.0"
Latestone,Ecommerce,2014.0,Hyderabad,"Ameen Khwaja, Ameen Khwaja",India,"Rs 522,900,000.0"
Lattu Kids,Edtech,2017.0,Mumbai,"Arvind Kumar, Vivek Bhutyani, Vivek Lath",India,
LaundryAnna,Consumer Services,2015.0,Bengaluru,Prateek Rana,India,
LaundryMate,Consumer Services,2021.0,Bengaluru,"Abhinay Choudhari,Asad Zaidi,Pushpendra Yadav,Raghavendra Joshi",India,"Rs 518,750,000.0"
Lauriko,Ecommerce,2021.0,Hyderabad,Lavanya Sunkari,India,
Laurus Labs,Health Tech,2005.0,Hyderabad,Satyanarayana Chava,India,"Rs 12,292,300,000.0"
Lavelle Networks,Enterprise Tech,2015.0,Bengaluru,"Karthik Madhava, Shyamal Kumar, Vishal Khare",India,"Rs 321,210,000.0"
Lavie,Ecommerce,2010.0,Mumbai,"Keyur Kenia,Shobha Tainwala",India,"Rs 748,660,000.0"
LawSikho,Edtech,2018.0,Gurugram,"Ramanuj Mukherjee, Abhyuday Agarwal, Siddhant Singh Baid, Sudeep Deb, Komal Shah, Dr. Harsh Jain",India,
Lawbot,AI,2016.0,Chennai,Manasvini Krishna,India,
Lawrato,Enterprise Tech,2013.0,New Delhi,"Nikhil Sarup, Rohan Mahajan",India,
Lawyered,Consumer Services,2017.0,Gurugram,"Ashish Bhatia, Himanshu Gupta",India,"Rs 91,300,000.0"
Lazy Cocktails & Co,Ecommerce,2020.0,New Delhi,"Himanshu Gupta, Sanjil Makhija",India,
LazyLad,Consumer Services,2014.0,Gurugram,"Ajay Sethi, Paresh Goel, Saurabh Singla",India,
Lazypay,Fintech,2017.0,Mumbai,Jitendra Gupta,India,
Le 15,Ecommerce,2010.0,Mumbai,Pooja Dhingra,India,
LeRemitt,Fintech,2022.0,Bengaluru,"Sheetal Jain,Hari Ambati,Mahesh Kumar Barate",India,"Rs 103,750,000.0"
LeadSquared,Enterprise Tech,2011.0,Bengaluru,"Nilesh Patel, Prashant Singh,Sudhakar Gorti",India,"Rs 15,604,000,000.0"
Leadburg,Edtech,2017.0,Bengaluru,"Akshay Chandrasekhar, Sangeeth Varghese, Vidyadhar Prabhudesai",India,
Leads Connect,Agritech,2009.0,Noida,Navneet Ravikar,India,"Rs 5,003,240,000.0"
Leadstart,Media & Entertainment,2007.0,Mumbai,Swarup Nanda,India,
Leadzen.ai,Enterprise Tech,2020.0,Mumbai,"Sonakshi Pratap, Karan Gupta",India,
Leaf Studios,Ecommerce,2015.0,New Delhi,"Avinash Bansal, Ayush Banka, Chiraag Kapil, Manik Mehta, Paras Batra",India,
Leaf Wearables,Ecommerce,2015.0,Bengaluru,"Avinash Bansal, Ayush Banka, Chiraag Kapil, Manik Mehta, Paras Batra",India,
Leafy Island,Ecommerce,2020.0,Bengaluru,Bharat Garg,India,
LeagueSX,Media & Entertainment,2016.0,Gurugram,Anshul Agrawal,India,
Leanworx,Enterprise Tech,2018.0,Bengaluru,"Bhagavan S K, Dasarathi G V, Srihari D",India,"Rs 161,850,000.0"
Leap,Edtech,2019.0,Bengaluru,"Arnav Kumar, Vaibhav Singh",India,"Rs 12,657,500,000.0"
Leap Aeronautics,Advanced Hardware & Technology,2019.0,Bengaluru,Alvin Anthony,India,
Leap Club,Ecommerce,2019.0,New Delhi,"Divish Gupta, Shubham Bansal",India,
Leap India,Logistics,2013.0,Mumbai,Sunu Mathew,India,"Rs 15,344,210,000.0"
Leap.Club,Media & Entertainment,2020.0,Gurugram,"Anand Sinha, Ragini Das",India,"Rs 187,580,000.0"
Leaping Caravan,Foodtech,2013.0,Gurugram,Megha Tuli,India,
LearnApp,Edtech,2018.0,Noida,"Ankush Oberoi, Prateek Singh, Sohail Alam, Swati Sharma",India,
LearnVern,Edtech,2020.0,Ahmedabad,"Niral Modi, Shivani Arora",India,"Rs 83,000,000.0"
Learning Matters,Edtech,2016.0,Bengaluru,"Gowri Mahesh, Ramamoorthy G., Saraswathy Ramamoorthy",India,
LectureNotes,Edtech,2017.0,Gurugram,"MD Fazal Mustafa, Shouradeep Chakraborty, Srustijeet Mishra, Upamanyu Chatterjee",India,"Rs 236,550,000.0"
Leegality,Enterprise Tech,2016.0,Gurugram,"Prakhar Agrawal, Sapan Parekh, Shivam Singla",India,"Rs 415,000,000.0"
Leezu’s,Ecommerce,2023.0,Mumbai,Leeza Mangaldas,India,
Legal Salah,Enterprise Tech,2015.0,Kolkata,"Abhijit Singh, Jay Malani, Subhash Jha, Sujit Jha, Tausif Warsi",India,"Rs 83,000,000.0"
LegalDesk,Enterprise Services,2014.0,Bengaluru,"Ashok Kadsur, Krupesh Bhat",India,
LegalKart,Consumer Services,2019.0,Gurugram,Arvind Singhatiya,India,"Rs 149,400,000.0"
LegalPay,Fintech,2019.0,New Delhi,Kundan Shahi,India,"Rs 120,350,000.0"
LegalRaasta,Fintech,2015.0,New Delhi,"Himanshu Jain, Kanika Gupta, Pulkit Jain, Pulkit Jain",India,"Rs 498,000,000.0"
Legalwiz.in,Enterprise Tech,2015.0,Ahmedabad,Shrijay Sheth,India,
Legistify,Enterprise Tech,2015.0,Gurugram,"Akshat Singhal, Pratik Mohapatra",India,"Rs 373,500,000.0"
LegitDoc,Enterprise Tech,2018.0,Bengaluru,"Neil Martis,Francis Serrao,Shesha Prasad,Neil Martis,Francis Serrao,Shesha Prasad",India,
LegitQuest,Legal Tech,2017.0,New Delhi,"Himanshu Puri, Karan Kalia, Rohit Shukla",India,"Rs 92,130,000.0"
Leh Leh Sports,Media & Entertainment,2011.0,Gurugram,"Siddharth Pandey, Vikas Jawa",India,
Leher,Media & Entertainment,2018.0,Bengaluru,"Atul Jaju, Vikas Malpani",India,
Lehlah,Media & Entertainment,2022.0,Mumbai,Ashna Ruia,India,"Rs 121,180,000.0"
Leisure Corp,Media & Entertainment,2001.0,Gurugram,Naveen Kundu,India,
Lemme Be,Ecommerce,2020.0,Hyderabad,"Devi Dutta Dash,Radha Kanta Dash",India,"Rs 176,790,000.0"
Lemnisk,Enterprise Tech,2019.0,Bengaluru,"Chetan Kulkarni, Gourav Chindlur, Rinku Ghosh, Subramaniyan Krishnan, Vikram Nayak",India,"Rs 2,075,000,000.0"
Lemon Leaf,Consumer Services,2015.0,New Delhi,"Puneet Gulati, Rishubh Khurana, Sankalp Chandhok",India,
Lemonade,Ecommerce,2022.0,New Delhi,"Sambuddha Bhattacharya, Gokul Ramanujam, Anuja Mehta",India,
LenDenClub,Fintech,2015.0,Mumbai,"Bhavin Patel, Dipesh Karki",India,"Rs 996,000,000.0"
Lendbox,Fintech,2015.0,New Delhi,"BHUVAN RUSTAGI, EKMEET SINGH, Ekmeet Singh, JATIN MALWAL",India,
Lendingkart,Fintech,2014.0,Ahmedabad,"Harshvardhan Lunia, Mukul Sachan",India,"Rs 28,250,710,000.0"
Lenity,Health Tech,2023.0,Bengaluru,,India,
LensKart,Ecommerce,2008.0,Gurugram,"Amit Chaudhary, Peyush Bansal, Sumeet Kapahi",India,"Rs 145,250,000,000.0"
LensPick,Ecommerce,2013.0,Hyderabad,Dileep Byra,India,
Lentra,Fintech,2019.0,Pune,"Ankur Handa, Dasharathi Venkatesh",India,"Rs 8,192,100,000.0"
Let's Barter India,Ecommerce,2016.0,New Delhi,"Pooja Bhayana, Sahil Dhingra",India,
Let's Recycle,Clean Tech,2006.0,Ahmedabad,"Chirag Nathubhai Patel, Dhrumin Maheshkumar Patel, Ravindra Rameshbhai Patel, Sandeep Patel",India,"Rs 166,000,000.0"
Let's Try,Ecommerce,2021.0,New Delhi,Nitin Vinod,India,
LetReach,Enterprise Tech,2015.0,New Delhi,"Rishabh Saxena,Vipul Garg",India,
Lets Endorse,Media & Entertainment,2015.0,Bengaluru,"Monika Shukla, Varun Kashyap",India,
Lets Reap,Health Tech,2015.0,Mumbai,Siddharth Gadia,India,
Lets Service,Travel Tech,2015.0,Bengaluru,"Girish G, Sachin Radder, Sachin Vasanth Shenoy",India,
LetsDressUp,Ecommerce,2019.0,Gurugram,"Aditya Balani, Drishti Anand",India,"Rs 134,460,000.0"
LetsMD,Fintech,2015.0,New Delhi,"Nivesh Khandelwal, Prakhar Gupta, Tenzin Thargay, Yayati Singh",India,"Rs 207,500,000.0"
LetsTrack,Ecommerce,2015.0,Gurugram,"Rachitta Juneja, Vikram Kumar",India,"Rs 141,100,000.0"
LetsTransport,Logistics,2015.0,Bengaluru,"Ankit Parasher, Pushkar Singh, Sudarshan Ravi",India,"Rs 6,859,120,000.0"
LetsVenture,Fintech,2013.0,Bengaluru,"Sanjay Jha, Shanti Mohan",India,
Letsflix,Media & Entertainment,2021.0,Mumbai,"Narendra Firodia,Rahul Narvekar",India,
Letsgomo Labs,Enterprise Tech,2011.0,Gurugram,"Manav Kamboj, Vikas Banga",India,
Letsinfluence,Media & Entertainment,2018.0,Gurugram,Bhawna Sethi,India,
LetzChange,Social Impact,2012.0,Gurugram,Vikrant Bhargava,India,
LetzConnect,Media & Entertainment,2016.0,Chennai,Praveen Ganesh,India,
LetzRyd,Enterprise Tech,2023.0,Bengaluru,"Kushagra Dokania, Sarvagna G, Tarun Jain",India,"Rs 83,000,000.0"
Leucine,Enterprise Tech,2019.0,Bengaluru,"Mustaq Bijral, Vivek Gera",India,"Rs 581,000,000.0"
Leucine Rich Bio,Health Tech,2014.0,Bengaluru,"Debojyoti Dhar, Kumar Sankaran, Prabhath K M",India,
Leumas,Enterprise Tech,2022.0,Bengaluru,"Nitesh Kumar,Subhajit Biswas",India,
Leverage Edu,Edtech,2017.0,New Delhi,Akshay Chaturvedi,India,"Rs 6,081,410,000.0"
LexComply,Enterprise Tech,2015.0,New Delhi,"Gaurav Jain, Pooja Aggarwal, Thomas Abraham",India,
LexProtector,Enterprise Services,2012.0,Bhubaneswar,Aurobinda Panda,India,
Lexter Solutions,Ecommerce,2023.0,New Delhi,Vanshaj Poonia,India,
LiaPlus AI,Enterprise Tech,2023.0,New Delhi,"Shailesh Jaiswal, Smridhi Seth",India,
Liaplus AI,Enterprise Tech,2023.0,Bengaluru,Suddapali Priyanka,India,
Licious,Ecommerce,2015.0,Bengaluru,"Abhay Hanjura, Varun Sadana, Vivek Gupta",India,"Rs 46,000,260,000.0"
Lido Learning,Edtech,2019.0,Mumbai,Sahil Sheth,India,"Rs 1,809,400,000.0"
LifCare,Health Tech,2015.0,Noida,"Deepesh Rajpal, Krishna Killa, Rohit Mohta",India,"Rs 1,411,000,000.0"
Life Circle,Health Tech,2013.0,Hyderabad,"Anant Kumar, Priya Anant",India,
Life Logic,Health Tech,2022.0,Deoria,Manoj Patel,India,
Life Quest Clubs,Media & Entertainment,2019.0,Mumbai,Rohan Shah,India,
Life and Limb,Health Tech,2020.0,New Delhi,Nishant Agarwal,India,
LifeCell International,Health Tech,2004.0,Chennai,S Abhaya Kumar,India,"Rs 3,495,960,000.0"
LifeChart,Ecommerce,2022.0,Gurugram,"Sanjay Jadoun , Mansi Sharma, Sandeep K",India,
Lifeblob,Media & Entertainment,2007.0,Bengaluru,"Pranav Bhasin, Rakesh Rajan, Vishnu Sundaram",India,
Lifetime Health Plus Care,Health Tech,2023.0,Bengaluru,"Konstantin Riabtsev, Mikhail Vorobev, Nabil Ahmed",India,"Rs 124,500,000.0"
Liftiee,Travel Tech,2016.0,Mumbai,"Rashid Khan, Zeeshan Ali",India,
Liger Mobility,Clean Tech,2018.0,Mumbai,"Ashutosh Upadhyay, Vikas Poddar",India,
LightFury Games,Media & Entertainment,2024.0,Bengaluru,"Anurag Banerjee, Karan Shroff, Tina Balachandran",India,"Rs 705,500,000.0"
LightMetrics,Enterprise Tech,2015.0,Bengaluru,"Soumik Ukil,Dr. Pushkar Patwardhan,Krishna AG,Ravi Shenoy, Gururaj Putraya",India,"Rs 707,160,000.0"
LightSpeedAI Labs,Deeptech,2019.0,Bengaluru,"Rohin Y,Ramana V Pamidighantam,Dinesh Natesan,Rohin Y,Ramana V Pamidighantam,Dinesh Natesan",India,
Lighthouse PropTech,Real Estate Tech,2023.0,Mumbai,"Sumesh Mishra,Murtuza Contractor",India,"Rs 83,000,000.0"
LikeMinds,AI,2020.0,Gurugram,"Abhishek Sharma, Nipun Goyal",India,
Lil'Goodness,Ecommerce,2020.0,Bengaluru,"Harshavardhan S., Pariksha Rao",India,"Rs 97,940,000.0"
Lilac Insights,Health Tech,2011.0,Navi Mumbai,"Gulshan Haresh Bakhtiani, Rakesh Sharma, Subhamoy Dastidar",India,"Rs 573,530,000.0"
LimeChat,Enterprise Tech,2020.0,Bengaluru,"Aniket Bajpai, Nikhil Gupta",India,"Rs 410,850,000.0"
LimeRoad,Ecommerce,2012.0,Gurugram,"Ankush Mehra, Manish Saksena, Prashant Malik, Suchi Mukherjee",India,"Rs 4,274,500,000.0"
LimeTray,Enterprise Tech,2013.0,Gurugram,"Akhilesh Bali, Piyush Jain",India,
Limelight Lab Grown Diamonds,Ecommerce,2019.0,Mumbai,"Pooja Sheth, Kalpan Dalal, Nirav Bhatt",India,
Limo,Travel Tech,2015.0,Mumbai,"Anshul Khandelwal, Siddharth Sharma, Vivek Choksi",India,"Rs 83,000,000.0"
LinQMart,Enterprise Tech,2014.0,Bengaluru,"Aashutosh Prashar, Ajay Kumar, Anurag Dulgach, Ashish Khurana, Parveen Dala",India,
LineupX,Enterprise Tech,2020.0,Mumbai,"Faiz Aman Sirkhot, Arbaz Khan",India,
LinkSmart Technologies,Enterprise Tech,2018.0,Bengaluru,Ashish Anand,India,
Linkstreet Learning,Enterprise Tech,2011.0,Bengaluru,"Aditya Parekh, Arun Muthukumar, Sameer Shroff, VIKRAM RAMAKRISHNAN",India,
Lio,Enterprise Tech,2020.0,Bengaluru,"Anupam Vijayvergia, Anurag Vijayvergia",India,"Rs 415,830,000.0"
Liquide,Fintech,2021.0,Bengaluru,"Anuj Bajpai, Paritosh Gunjan",India,"Rs 182,600,000.0"
Liquidnitro Games,Media & Entertainment,2023.0,Hyderabad,"Arun Kunchala, Krishna Dhanekula, Sandeep Kowdley, Suresh Manthena",India,"Rs 429,940,000.0"
Liquiloans,Fintech,2018.0,Mumbai,"Achal Mittal, Gautam Adukia",India,"Rs 969,440,000.0"
Liqvid,Enterprise Tech,2002.0,Noida,"Manish Upadhyay, Vivek Agarwal",India,"Rs 332,000,000.0"
ListUp,Ecommerce,2015.0,Bengaluru,"Pulkit Gupta, Saurabh Jain, Sumit Gupta",India,
Listed Fans,Media & Entertainment,2021.0,Bengaluru,"Alan DSouza, Nikunj Jain",India,"Rs 265,600,000.0"
LitmusBlox,Enterprise Tech,2017.0,Pune,Prashant Shringarpure,India,
Little,Ecommerce,2015.0,Bengaluru,"Manish Chopra, Satish Mani",India,"Rs 4,150,000,000.0"
Little Black Book,Consumer Services,2015.0,New Delhi,"Dhruv Mathur, Suchita Salwan",India,"Rs 690,560,000.0"
Little Leap,Edtech,2019.0,New Delhi,Vishal Gupta,India,
Liv.Ai,Enterprise Tech,2015.0,Bengaluru,"Kishore Mundra, Sanjeev Kumar, Subodh Kumar",India,
LivFin,Fintech,2017.0,New Delhi,"Rakesh Malhotra, Navneet Kapoor",India,"Rs 1,467,440,000.0"
LivNSense Technologies,Enterprise Tech,2018.0,Bengaluru,"Avnish Kumar,Priyanka Kumar,Shree Murthy Muniyappa",India,"Rs 228,250,000.0"
LivQuik,Fintech,2012.0,Mumbai,"Mohit Lalvani, Yudhajit Nag Sen",India,"Rs 464,800,000.0"
Live History India,Media & Entertainment,2017.0,Mumbai,"Akshay Chavan,Alok Nair,Mini Menon",India,
Live Keeping,Fintech,2015.0,Noida,Ritesh Kothari,India,
Live Mint,Media & Entertainment,2007.0,New Delhi,Raju Narisetti,India,
LiveNutriFit,Health Tech,2015.0,New Delhi,"Anjali Sangwan, Gaurav Jalote, Manish Nanchahal",India,
Livguard,Ecommerce,2014.0,Gurugram,Rakesh Malhotra,India,"Rs 2,637,740,000.0"
Living Food,Foodtech,2018.0,Bengaluru,"Akash Sajith, Niranjan Satheesbabu, Shikha Lakhanpal",India,"Rs 732,060,000.0"
Living Local,Media & Entertainment,2015.0,Mumbai,"Aneesh Bhasin, Anubhav Anand, Neeraj Vasudeva",India,
Livofy,Health Tech,2018.0,Gurugram,Sahil Pruthi,India,
Livpure,Ecommerce,2010.0,Gurugram,"Navneet Kapoor, Rakesh Malhotra, Rs Rajan",India,"Rs 3,634,570,000.0"
Livspace,Real Estate Tech,2015.0,Bengaluru,"Anuj Srivastava, Ramakant Sharma, Saurabh Jain",India,"Rs 35,970,540,000.0"
Livve Homes,Enterprise Tech,2015.0,Pune,Bhavi Mohanty,India,"Rs 539,500,000.0"
Lo! Foods,Ecommerce,2019.0,Bengaluru,Sudarshan Gangrade,India,"Rs 290,500,000.0"
LoadExx,Logistics,2020.0,Kolkata,"Amit Arora, Maitreyi Kandoi, Vikash Kandoi",India,
LoadShare Networks,Logistics,2017.0,Bengaluru,"Pramod Nair, Raghuram Talluri, Rakib Ahmed, Tanmoy Karmakar",India,"Rs 4,930,200,000.0"
Loan Frame,Fintech,2016.0,New Delhi,"Akshun Gulati, Rishi Arya, Shailesh Jacob",India,"Rs 1,016,750,000.0"
LoanAdda,Fintech,2015.0,Noida,Anshuman Mishra,India,
LoanBaba,Fintech,2015.0,Navi Mumbai,"Sanket Hasabnis, Satchit Hasabnis",India,
LoanCircle,Fintech,2015.0,Bengaluru,"Mayank Kumar, Tanuj Mendiratta",India,
LoanKuber,Fintech,2015.0,New Delhi,"Gaurav Balhara, Saurabh Nagpal",India,"Rs 991,850,000.0"
LoanTap,Fintech,2016.0,Pune,"Satyam Kumar, Vikas Kumar",India,"Rs 2,998,790,000.0"
Loanmeet,Fintech,2015.0,Bengaluru,"Ritesh Singh, Sunil Kumar",India,
Loanzen,Fintech,2015.0,Bengaluru,"Madhu Sudhan, Venkatesh Sankararaman",India,
Lobb,Logistics,2015.0,Bengaluru,"Jayaram Raju, Venu Kondur",India,"Rs 332,000,000.0"
Loca,Travel Tech,2018.0,Bengaluru,Gautam Patil,India,
Locad,Logistics,2015.0,New Delhi,Rishabh Mehta,India,"Rs 1,660,000,000.0"
Local All Natural Soda,Ecommerce,2021.0,Aizawl,"Zomawii Khiangte,Felipe Rodriguez",India,
LocalBanya,Ecommerce,2012.0,Mumbai,"Amit Naik, Karan Mehrotra, Rashi Choudhary",India,"Rs 415,000,000.0"
LocalCircles,Media & Entertainment,2013.0,Noida,"Govardhan K, Mukesh Gupta, Sachin Taparia",India,
LocalOye,Consumer Services,2013.0,Bengaluru,"Aditya Rao, Anupam Tulsyan",India,"Rs 415,000,000.0"
LocalRamu,Consumer Services,2016.0,Bengaluru,Tyagi Santosh,India,
Locanix,Logistics,2013.0,Ahmedabad,Ruchit Surati,India,
Loco,Media & Entertainment,2017.0,Bengaluru,"Abhishek Madhavan, Anirudh Pandita, Ashwin Suresh, Chetan Dembre, Firasat Durrani, Sushil Kumar",India,"Rs 4,233,000,000.0"
LocoBuzz,Enterprise Tech,2015.0,Mumbai,"Nitin Agarwal, Shubhi Agarwal, Vishal Agrawal",India,"Rs 102,090,000.0"
Locofast,Ecommerce,2019.0,New Delhi,"Deepak Wadhwa, Mohit Piplani",India,"Rs 1,245,000,000.0"
Log9 Materials,Clean Tech,2015.0,Bengaluru,"Akshay Singhal, Kartik Hajela, Pankaj Sharma",India,"Rs 5,366,780,000.0"
LogFuze,Advanced Hardware & Technology,2013.0,Chennai,Venkadesan Velu,India,
LogIQids,Edtech,2015.0,Mumbai,"Chandrashekhar Jha, Deepti Agarwal, Mikin Lala, Sumit Kumar Agarwal",India,
LogX,Web3,2021.0,Bengaluru,"Akshit Bordia, Anshu Agrawal",India,"Rs 838,300,000.0"
LogiNext,Logistics,2014.0,Mumbai,"Dhruvil Sanghvi, Manisha Raisinghani",India,"Rs 4,116,800,000.0"
Logibricks,Enterprise Tech,2017.0,Pune,"Ameya Shah, Chandni Priya, Karan Kabra, Shereef Mohammed",India,"Rs 124,500,000.0"
Logic Roots,Edtech,2011.0,Mumbai,"Gunjan Agrawal, Kunal Gandhi",India,
LogicLadder,Enterprise Tech,2011.0,Gurugram,"Atindra Chandel, Mayank Chauhan",India,"Rs 229,910,000.0"
Logicserve Digital,Enterprise Tech,2006.0,Navi Mumbai,"Prasad Shejale, Rohit Chugh",India,"Rs 2,887,570,000.0"
LogisticsNow,Logistics,2016.0,Mumbai,Rajiv Kumar Saxena,India,
LogistieX,Logistics,2023.0,Bengaluru,Sarvartha Kanchan,India,
Lohum,Clean Tech,2017.0,New Delhi,"Justin Lemmon, Rajat Verma",India,"Rs 3,683,540,000.0"
Lokal,Media & Entertainment,2018.0,Bengaluru,"Jani Pasha, Vipul Chaudhary",India,"Rs 2,460,120,000.0"
Lookup,Enterprise Tech,2014.0,Bengaluru,Deepak Ravindran,India,"Rs 496,340,000.0"
Loom Solar,Clean Tech,2018.0,Faridabad,"Amod Anand, Amol Anand",India,"Rs 166,000,000.0"
