name,sector,founded,headquarters,founders,country,amount_raised_inr
Loop Health,Fintech,2018.0,Mumbai,"Amrit Singh, Mayank Kale, Ryan Singh",India,"Rs 3,261,900,000.0"
Looppanel,Enterprise Tech,2021.0,New Delhi,"Akash Tandon,Kritika Oberoi,Akash Tandon,Kritika Oberoi",India,"Rs 83,000,000.0"
Loopworm,Agritech,2019.0,Bengaluru,"Abhi Gawri, Ankit Bagaria",India,"Rs 282,200,000.0"
LotusPay,Fintech,2017.0,New Delhi,Atma Krishna,India,
Louis Stitch,Ecommerce,1987.0,Gurugram,Amol Goel,India,"Rs 101,260,000.0"
Louoj,Ecommerce,2021.0,Noida,"Bibhuti Dash,Priyanka Nanda,Bibhuti Dash,Priyanka Nanda",India,
LoveCycles,Health Tech,2011.0,Bengaluru,"Jane Mary John, John Paul, Raghu Mallena",India,
LoveDoctor,Media & Entertainment,2014.0,New Delhi,Avani Parekh,India,
Lovelocal,Ecommerce,2020.0,Mumbai,Akanksha Hazari,India,"Rs 2,062,550,000.0"
Loyka,Ecommerce,2017.0,Mumbai,"Aanchal Loya, Aditya Kagliwal",India,
Loylty Rewardz,Enterprise Tech,2006.0,Mumbai,Bijai Jayarajan,India,"Rs 2,078,320,000.0"
Lucenta Solutions,Enterprise Services,2013.0,Jaipur,Bajarang Agarwal,India,
Lucidity,Enterprise Tech,2021.0,Bengaluru,"Nitin Singh Bhadauria, Vatsal Rastogi",India,"Rs 439,900,000.0"
Lulu and Sky,Ecommerce,2018.0,New Delhi,"Soumitra Gupta, Kalyani Chawla, Tina Antoniades",India,
Luminous Water Technologies,Ecommerce,2010.0,Gurugram,"Richie Saraswat, Rs Rajan",India,
Lumiq,Enterprise Tech,2013.0,Noida,"Shoaib Mohammad,Vaibhav Dobriyal Dobi",India,"Rs 606,730,000.0"
Lumos Design Technology,Ecommerce,2012.0,Bengaluru,Lavina Mahbubani,India,
Lurny,Enterprise Tech,2024.0,Bengaluru,Krishnesh Nair,India,
Luvin,Ecommerce,2021.0,Mumbai,"Ipshit Bhattacharya,Meghna Bhattacharya",India,
Luxury Hues Group,Ecommerce,2009.0,Gurugram,"Amit Dutta, Peter Kapoor",India,
Luxury Ride,Ecommerce,2022.0,New Delhi,"Sumit Garg, Vishal Singh",India,
Luzo,Consumer Services,2021.0,Mumbai,"Anurav Dave, Maan Jetley, Nikhil Kalwani",India,
Lybrate,Health Tech,2014.0,Faridabad,"Saurabh Arora,Rahul Narang",India,"Rs 1,197,690,000.0"
Lysto,Media & Entertainment,2021.0,Bengaluru,"Iqbal Ahmed, Sadiq Ahamed",India,"Rs 1,245,000,000.0"
Lyxel Labs,Enterprise Services,2013.0,Gurugram,"Dev Batra, Priyamvada Batra",India,
M-TAXI,Travel Tech,2015.0,Gurugram,Arunabh Madhur,India,
M/S Nirnal Water Filter,Clean Tech,2016.0,Belagavi,Niranjan Karagi,India,
M1xchange,Fintech,2016.0,Gurugram,"Sundeep Mohindru, Anurag Chaturvedi",India,"Rs 1,950,500,000.0"
M2P Fintech,Fintech,2014.0,Chennai,"Madhusudanan R, Muthukumar A(M2P), Prabhu Rangarajan",India,"Rs 17,835,870,000.0"
MACHAJO,AI,2024.0,Thrissur,"Mrunmai Joshi, Navya Harshitha Rayala",India,
MBG Card,Enterprise Tech,2020.0,Pune,"Abhinavv Dubeyy, Prakash Bajantri",India,
MEDdelivery,Enterprise Tech,2018.0,Jaipur,"Aastha Dusad, Rahul Gautam, Rohit Bafna",India,"Rs 83,000,000.0"
MEngage,Enterprise Tech,2017.0,Jaipur,"Manmohan Yadav, Pulkit Raturi",India,
MLIT Solutions,Advanced Hardware & Technology,2014.0,Hyderabad,"Archana Chindam, Srinivas Chindam",India,
MOC,Health Tech,2018.0,Mumbai,"Ashish Joshi, Kshitij Chandrakant Joshi, Pritam Kalaskar, Vashishth Pankaj Maniar",India,"Rs 837,470,000.0"
MODIFI,Fintech,2018.0,New Delhi,"Jan Wehrs, Nelson Holzner, Sven Brauer",India,"Rs 29,066,600,000.0"
MOOEV Technologies,Enterprise Tech,2021.0,Chennai,"Ennarasu Karunesan, Raghavendra Mysore, Ramesh Kumar Vg",India,
MOPP Foods,Foodtech,2019.0,Gurugram,"Gaurav Gupta, Geetika Anand Gupta",India,
MPowered,Real Estate Tech,2020.0,Gurugram,"Bhavna Juneja, Sudeep Singh",India,"Rs 1,743,000,000.0"
MProfit,Fintech,2007.0,Mumbai,"Kiran Shah, Manish Jain, Pallav Bhatt",India,"Rs 166,000,000.0"
MRL-Posnet,Enterprise Tech,2008.0,Chennai,Kishore K Kothapalli,India,
MSM Box,,2014.0,New Delhi,"Bindu Sharma, Hans Vivek, Kavita Joshi Rai",India,
MSMEx,Edtech,2019.0,Mumbai,Dilip Sah,India,"Rs 83,000,000.0"
MTAP Technologies,Enterprise Tech,2013.0,Bengaluru,"Satvir Singh Kohli, Shiv Kumar, Srinivas Chitturi",India,
MUSE Diagnostics,Health Tech,2014.0,Bengaluru,"Sumukh Mysore,Arvind Badrinarayanan",India,
MX Player,Media & Entertainment,2011.0,Mumbai,Karan Bedi,India,"Rs 9,196,400,000.0"
MYBYK,Clean Tech,2014.0,Ahmedabad,Arjit Soni,India,"Rs 83,000,000.0"
MYFITNESS,Ecommerce,2009.0,New Delhi,"Mohammad Patel, Rahil Virani",India,"Rs 83,000,000.0"
MYeKIGAI,Travel Tech,2022.0,New Delhi,Ajay Kr Birla,India,
MaalGaadi,Logistics,2015.0,Indore,"Anirudh Garg, Saurabh Raj",India,
Maatri,Health Tech,2019.0,Gurugram,"Amit Singal, Amit Vyas",India,
Mabel,Ecommerce,2022.0,Bengaluru,Milind Sharma,India,"Rs 124,500,000.0"
Machadalo,Enterprise Tech,2015.0,New Delhi,"Anupam Sourabh, Naveen Sharma, Nitin Jain, Pankaj Kandhari",India,
Machaxi,Media & Entertainment,2019.0,Bengaluru,Tushar Raj,India,"Rs 110,390,000.0"
Macmerise,Ecommerce,2012.0,Mumbai,"Sahil Shah,Rahul Satia",India,"Rs 83,000,000.0"
Mad Street Den,Enterprise Tech,2016.0,Chennai,"Anand Chandrasekaran, Ashwini Asokan, Costa Colbert",India,"Rs 4,633,060,000.0"
MadGuy Labs,Edtech,2015.0,Hyderabad,"Alok Katiyar, Sanjay Jagarwal, Vishal Indra Meena",India,
MadRat Games,Edtech,2010.0,Bengaluru,"Madhumita Halder, Rajat Dhariwal",India,"Rs 138,610,000.0"
Madbow Ventures,Ecommerce,2016.0,Gurugram,"Mohit,Naveen Mahlawat",India,"Rs 166,000,000.0"
Maestros Electronics,Health Tech,2010.0,Mumbai,,India,
Magenta Mobility,Logistics,2018.0,Bengaluru,"Darryl Dias, Maxson Lewis",India,"Rs 6,391,000,000.0"
Magic Crate,Edtech,2014.0,Bengaluru,"Karthik Lakshman, Viswanathan Ramakrishnan",India,
Magic Rooms Solutions India (P) Ltd,Travel Tech,2009.0,Bengaluru,Niranjan Gupta,India,
MagicBricks,Real Estate Tech,2006.0,Noida,Sudhir Pai,India,"Rs 372,670,000.0"
MagicX,Fintech,2016.0,Bengaluru,Pratyush Prasanna,India,"Rs 83,000,000.0"
Magicpin,Foodtech,2015.0,Gurugram,"Abhishek Awasthi, Anshoo Sharma, Brij Bhushan",India,"Rs 8,705,040,000.0"
Magma,Clean Tech,2022.0,Ahmedabad,Neal Thakker,India,
Magnimus,Enterprise Services,2021.0,Bengaluru,"Abhinav Airan, Ashish Sahani, Mohit Kumar",India,
Maharana Infrastructure and Professional Services Private Limited,,2009.0,Kanpur,Shri Shailendra Bhadauria,India,"Rs 1,792,800,000.0"
Mahila Money,Fintech,2021.0,New Delhi,"Sairee Chahal, Siddhika Aggarwal, Vaibhav Kathju",India,
Mahindra First Choice,Ecommerce,2007.0,Mumbai,Ashutosh Pandey,India,"Rs 2,490,000,000.0"
Maidaan,Edtech,2022.0,Bengaluru,"Judhajit Bal,Shashank Awasthi",India,
Mailit,Logistics,2015.0,Mumbai,Mahesh Shirodkar,India,
Maino.ai,Enterprise Tech,2022.0,Bengaluru,"Abhijeet Kunwar, Rishabh Kumar and Vikas Keshri",India,"Rs 297,970,000.0"
Mainstreet,Ecommerce,2019.0,Mumbai,Vedant Lamba,India,"Rs 166,000,000.0"
Maiyas Beverages And Foods,Ecommerce,2012.0,Bengaluru,P Sadananda Maiya,India,"Rs 3,867,800,000.0"
Make in Box,Logistics,2020.0,Bengaluru,Ullas Esturi,India,
MakeMyTrip,Travel Tech,2000.0,Gurugram,Deep Kalra,India,"Rs 62,084,000,000.0"
MakerMarketo,Fintech,2023.0,Kolkata,Kailash Chana,India,
Makers Hive,Health Tech,2018.0,Hyderabad,Pranav Vempati,India,"Rs 747,000,000.0"
Makkajai,Edtech,2014.0,Pune,"Abhishek Awadhani, Deep Shah, Roopesh Shenoy, Vinayak Palankar",India,
Maklab Innovations,Advanced Hardware & Technology,2016.0,Thiruvananthapuram,Santhosh V.,India,
Malaki,Ecommerce,2018.0,Mumbai,"Ashish Bhatia, Mohit Bhatia",India,
Mall91,Ecommerce,2018.0,Noida,"Anshul Bansal, Anshul Verma, Nitin Gupta, Nitin Raj Gupta",India,"Rs 622,500,000.0"
Mamaearth,Ecommerce,2016.0,Gurugram,"Ghazal Alagh, Varun Alagh",India,"Rs 9,227,940,000.0"
Manah Wellness,Health Tech,2020.0,Pune,"Ashwin Naik, Ritika Arora",India,
Manastu Space,Advanced Hardware & Technology,2017.0,Mumbai,"Ashtesh Kumar,Tushar Jadhav",India,"Rs 498,000,000.0"
Manch,Enterprise Tech,2017.0,Bengaluru,Suresh Anantpurkar,India,"Rs 153,550,000.0"
MandiGate,Ecommerce,2016.0,Noida,"Yogesh Saini, Krishna Mohan Singh, Rahul",India,
Mandya Organic,Ecommerce,2015.0,Mandya,"Madhu Chandan, Prasanna Ts",India,
Mangal Credit and Fincorp,Fintech,2012.0,Mumbai,,India,
Mango Games,Media & Entertainment,2011.0,Hyderabad,Sanjeev Kumar,India,
ManiBhavnam Home Finance,Fintech,2016.0,New Delhi,"Ayyushman Mehta, Meghha Mehta",India,
Manjeera Digital Systems,Advanced Hardware & Technology,2011.0,Hyderabad,"Srini Chandupatla, Venu Kandadai",India,
Mankutimma,Ecommerce,2016.0,Bengaluru,Sowjanya Prabhu,India,
Manna Foods,Ecommerce,2000.0,Chennai,"Kyle Fox, Syed Sajan",India,"Rs 2,369,650,000.0"
Mantra-Fi Learn,Edtech,2022.0,Muzaffarpur,,India,
Mantys,Fintech,2022.0,Bengaluru,"Kriti Arora, Mudit Dangi",India,
MapMyGenome,Health Tech,2012.0,Hyderabad,Anu Acharya,India,"Rs 190,900,000.0"
MapMyTalent,Edtech,2010.0,Gurugram,"Anubhuti Sehgal, Rohit Sehgal",India,
MapmyIndia,Enterprise Tech,1995.0,New Delhi,Rakesh Verma,India,"Rs 913,000,000.0"
March,Ecommerce,2016.0,Pune,"Abhay Singh, Ashish Acharya",India,
Market Hacks,Fintech,2017.0,Mumbai,Aniket Sanyal,India,
Market Pulse,Fintech,2016.0,Mumbai,"Hiral Jain, Amit Dhakad, Tehn Chai Yang",India,"Rs 643,250,000.0"
MarketWolf,Fintech,2017.0,Andheri,"Thomas Joseph, Vishesh Dhingra",India,"Rs 1,593,600,000.0"
MarketsandMarkets,Enterprise Tech,2010.0,Pune,Sandeep Sugla,India,"Rs 4,648,000,000.0"
Marquee Equity,Fintech,2016.0,New Delhi,"Ash Narain, Raj Kabir",India,"Rs 315,400,000.0"
Marsplay,Ecommerce,2017.0,New Delhi,"Ayush Shukla, Misbah Ashraf",India,
MartJack,Enterprise Tech,2007.0,Hyderabad,Abhay Deshpande,India,
Marut Drones,Deeptech,2019.0,Hyderabad,Prem Kumar Vislawath,India,"Rs 514,600,000.0"
Marwari Catalysts,,2019.0,Jodhpur,,India,
Masai School,Edtech,2019.0,Bengaluru,"Nrupul Dev, Prateek Shukla, Yogesh Bhat",India,"Rs 1,839,280,000.0"
Masala Box,Media & Entertainment,2014.0,Kochi,Harsha Thachery,India,
Massblurb,Enterprise Tech,2014.0,Mumbai,"Pankit Chheda, Sanket Shah",India,
Massive Mobility,Travel Tech,2019.0,Gurugram,"Animesh Srivastava, Shailesh Vickarm Singh",India,
Massive Restaurants,Foodtech,2012.0,Gurugram,Zorawar Kalra,India,"Rs 2,064,210,000.0"
MasterChow,Ecommerce,2020.0,New Delhi,"Sidhanth Madan, Vidur Kataria",India,"Rs 677,280,000.0"
MasterG,Edtech,2015.0,New Delhi,Gayatri Jolly,India,
MasterMentors,Edtech,2019.0,Kolkata,"Aaquib Hussain, Suraj Juneja",India,
MastiTickets,Media & Entertainment,2014.0,Hyderabad,Ravi Narla,India,
Mastree,Edtech,2019.0,Bengaluru,"Royal Jain, Shrey Goyal",India,
Matchday ai,Enterprise Tech,2022.0,Hyderabad,"Ganesh Yaparla,Harsha Vardhan Kommana",India,
Matchlog,Logistics,2019.0,Mumbai,"Dhruv Taneja,Harsh Vardhan Gupta,Manish Singh,Abhishek Baheti",India,"Rs 373,500,000.0"
Mate labs,Enterprise Tech,2016.0,Bengaluru,"Kailash Ahirwar, Rahul Vishwakarma",India,
Matel Motion,Clean Tech,2016.0,Pune,"Mahesh Toraskar,Netaji C Patro,Sunil Patel",India,"Rs 662,340,000.0"
Material Depot,Ecommerce,2021.0,Bengaluru,"Manish Reddy, Sarthak Agrawal",India,
Math Buddy,Edtech,2009.0,Vadodara,"Bharathy Bharadwaj, Kannan Bharadwaj",India,
Matrix Gas & Renewables,Clean Tech,2022.0,Ahmedabad,Anmol Singh Jaggi,India,"Rs 3,507,580,000.0"
Matrix Geo Solutions,Enterprise Tech,2008.0,New Delhi,"Rahul Jain, Amit Sharma",India,
Matrubharti,Media & Entertainment,2015.0,Ahmedabad,"Mahendra Sharma, Nilesh Shah",India,
Mave Health,Health Tech,2023.0,Bengaluru,"Dhawal Jain, Aman Kumar, Jai Sharma",India,
Maverix,Ecommerce,2015.0,Mumbai,Shree Bharambe,India,"Rs 229,080,000.0"
Max Maharashtra,Media & Entertainment,2016.0,Mumbai,Ravindra Ambekar,India,
MaxWholesale,Ecommerce,2016.0,New Delhi,"Rohit Narang, Samarth Agrawal",India,"Rs 393,420,000.0"
Maximojo,Fintech,2011.0,Pune,Sudhir Mody,India,
Maxtron.io,Enterprise Services,2015.0,Noida,"Girish Ahirwar, Karan Bedi, Prashant Ahirwar, Sriram Samoju",India,
Maya,Health Tech,2012.0,Bengaluru,John Paul,India,
Mayhem Studios,Media & Entertainment,2022.0,Bengaluru,Ojas Vipat,India,"Rs 1,660,000,000.0"
McXtra,Fintech,2016.0,Andheri,"A S Narayanan, Nimish Airon",India,"Rs 107,900,000.0"
Mcura,Enterprise Tech,2013.0,Gurugram,Madhubala Radhakrishnan,India,
MealHopper,Foodtech,2015.0,Gurugram,Aatish Kumar,India,
MealPe | Digital Cafeteria SaaS,Enterprise Tech,2023.0,Ahmedabad,"Maharsh Shah, Satya Mehta",India,
Mealawe,Foodtech,2022.0,Pune,"Rupesh Kumar, Nikhil Jain, Pratap Kumar",India,
Mean Metal Motors,Consumer Services,2014.0,Bengaluru,"Kumar Ranjan, Ranbir Grewal, Sarthak Paul",India,
MebelKart,Ecommerce,1995.0,Bengaluru,"Nikhil Saraf, Rahul Agrawal, Ranjeet Vimal",India,"Rs 1,660,000,000.0"
Mech Mocha,Media & Entertainment,2014.0,Bengaluru,"Arpita Kapoor, Mohit Rangaraju, Shauryam Gupta, Shilp Gupta",India,"Rs 755,300,000.0"
Mechanic Pro,Consumer Services,2023.0,Vijayawada,Mohammad Nishanth,India,
Mechanical Chef,Advanced Hardware & Technology,2017.0,Bengaluru,Arpit Sharma,India,
MedGenome,Health Tech,2013.0,Bengaluru,"Mahesh Pratapneni, Sam Santhosh",India,"Rs 15,396,500,000.0"
MedMitra AI,Enterprise Tech,2023.0,Jaipur,"Shivangi Sharma, Anushka Sharma",India,
MedPay,Health Tech,2020.0,Bengaluru,"Arun Bhatia, Ravi Chandra Merugu",India,"Rs 99,600,000.0"
MedPrime,Health Tech,2014.0,Thane,"Binil Jacob, Greeshma Unnikrishnan, Mahesh Kumar Rathor, Samrat Singh",India,
MedSign,Health Tech,2018.0,Bengaluru,"Kamlesh Patel,Shrihari Shidhaye,Vivan Ratnakar Daarole,Kamlesh Patel,Shrihari Shidhaye,Vivan Ratnakar Daarole",India,
MedTel Healthcare,Enterprise Tech,2017.0,Bengaluru,"Ajit Choudhury, Dr. Soumyakant Das, Dr. Timiresh Das, Lalit Ranjan Manik, Manish Kumar Swain, Shashank Singhal, Siba Prasad Panda",India,
MedTrail,Health Tech,2017.0,New Delhi,"Mohit Mittal, Nikhil Agrawal, Vijaysimha Reddy",India,"Rs 83,000,000.0"
Medbikri,Enterprise Tech,2021.0,Bengaluru,"Chushul Suri,Mahesh Chand,Chushul Suri,Mahesh Chand",India,
Medblue Innovations,Health Tech,2022.0,Lucknow,Mansi Tyagi,India,
Meddo,Health Tech,2018.0,Gurugram,"Naveen Nischal, Saurabh Kochhar",India,"Rs 996,000,000.0"
Medfin India,Health Tech,2017.0,Bengaluru,"Arjun Kumar, Arun Kumar, Sidharth Gurjar",India,"Rs 1,334,639,999.0"
MediAngels,Health Tech,2009.0,Mumbai,"Arbinder Singal, Debraj Shome",India,"Rs 83,000,000.0"
MediBuddy,Health Tech,2013.0,Bengaluru,"Enbasekar Dinadayalane, Satish Kannan",India,"Rs 15,757,550,000.0"
MediBuddy vHealth,Health Tech,2008.0,New Delhi,Satish Kannan,India,
MediKart,Health Tech,2013.0,New Delhi,Manoj Kukreja,India,
MediSage,Health Tech,2019.0,Mumbai,"Abhishek Ghosh, Bhagwat Dhingra and Anurag Dhingra",India,"Rs 577,680,000.0"
MediSimVR,Deeptech,2017.0,Chennai,"Adith Chinnaswami, Sabarish Chandrasekaran",India,
Media Redefined,Media & Entertainment,2009.0,New Delhi,"Gaurav Mishra, Honey Singh, Praval Singh",India,"Rs 186,750,000.0"
Medial,Media & Entertainment,2023.0,Bengaluru,"Harsh Dwivedi, Niket Raj Dwivedi",India,
Medicus,Enterprise Tech,2016.0,Mumbai,"Bhavesh Shah, Manav Shah",India,
Medidaili,Health Tech,2015.0,Bengaluru,"Akshay Hartalkar, Manish Dashputre",India,
Medify,Health Tech,2021.0,Mumbai,Kairav Shah,India,"Rs 83,000,000.0"
Medikabazaar,Health Tech,2014.0,Mumbai,"Ketan Malkan, Vivek Tiwari",India,"Rs 15,931,020,000.0"
Medikoe,Consumer Services,2015.0,Bengaluru,Sreevalsan Menon,India,
Medinfi Healthcare,,2014.0,Bengaluru,"Himani Mishra, Ravi Shankar Mishra",India,
Medkart Pharmacy,Health Tech,2014.0,Ahmedabad,Ankur Agarwal,India,"Rs 445,710,000.0"
Medlife,Health Tech,2014.0,Bengaluru,"Ananth Narayanan, Prashanth Singh, Tushar Kumar",India,"Rs 5,212,400,000.0"
Medoc Health,Enterprise Tech,2022.0,Mohali,"Devansh Ramdurgekar, Utkarsh Luthra",India,
Medpho,Health Tech,2021.0,Noida,Shashank Saini,India,"Rs 83,000,000.0"
Medpick,Health Tech,2016.0,Bengaluru,"Chethan Ks, Narotam Wadhwa, Ranjit Makam, Soujanya Parvataneni",India,
Medront,Consumer Services,2023.0,Mumbai,Saurav Suman,India,
Medulance,Consumer Services,2016.0,New Delhi,"Pranav Bajaj, Prerit Mittal, Ravjot Singh Arora",India,"Rs 249,000,000.0"
Medusa Beverages,Ecommerce,2017.0,New Delhi,Avneet Singh,India,"Rs 539,500,000.0"
Medwell Ventures,Health Tech,2014.0,Bengaluru,"Himanshu Shah, Lalit Pai",India,"Rs 2,573,000,000.0"
Medybiz Pharma,Enterprise Tech,2009.0,Bengaluru,Vaibhav Tewari,India,
Medypal,,2013.0,Bengaluru,Rammohan Prabhakar,India,
Medyseva,Health Tech,2021.0,Indore,"Vishesh Kasliwal,Mehul Jain,Rachita Kasliwal,Shruti Gupta,Vishesh Kasliwal,Mehul Jain,Rachita Kasliwal,Shruti Gupta",India,
Medzin,Health Tech,2015.0,New Delhi,"Madhav Shankar, Raghav Sarda, Vishnu Shankar",India,
MeeSoGood,Ecommerce,2021.0,New Delhi,"Deepali Chaturvedi, Vivek Chaturvedi",India,
Meeraq,Edtech,2022.0,Bengaluru,"Rajat Garg, Sujata Barla",India,
Meesho,Ecommerce,2015.0,Bengaluru,"Sanjeev Barnwal, Vidit Aatrey",India,"Rs 133,630,000,000.0"
Meet University,Edtech,2013.0,New Delhi,"Debal Chakraborty, Keshav Munjal",India,
Meet7,Media & Entertainment,2020.0,Mumbai,"Prasanna Keshavrao Niranjan, Prashant Shankar Naidu, Satyanarayan Olekar , Saurabh Chandraprakash Awasth",India,
Meetings And Offices,Real Estate Tech,2015.0,Mumbai,"Amitabh Sinha, Meenal Sinha",India,
Megdap,Enterprise Tech,2015.0,Pune,"Meghashyam Karanam, Pradeep Parappil",India,
Mekr,Ecommerce,2021.0,Sonipat,"Anand Yadav,Gaurang Kuchhal,Anand Yadav,Gaurang Kuchhal",India,
Meladath Auto Components,Clean Tech,2016.0,Bengaluru,Rakesh MK,India,
Melooha,Consumer Services,2022.0,Bengaluru,"Vikram Labhe,Bhalchandra Patil",India,
Melorra,Ecommerce,2015.0,Bengaluru,"Krishna Kumar, Saroja Yeramilli",India,"Rs 6,507,200,000.0"
Melvano,Edtech,2019.0,Bengaluru,Taran Singh,India,
MemeChat,Media & Entertainment,2019.0,Mumbai,"Kyle Fernandes, Taaran Chanana",India,"Rs 95,450,000.0"
Memer,Media & Entertainment,2018.0,Bengaluru,"Amit Singh, Chandramauli Singh, Chetan Dalal",India,
Menhood,Ecommerce,2020.0,Jaipur,Dushyant Gandotra,India,
Menias,Health Tech,2015.0,New Delhi,"Ekansh Kumar, Muthyampeta Dheeraj, Vikram Bhardwaj",India,
MensXP,Media & Entertainment,2009.0,Gurugram,Angad Bhatia,India,
Mensa Brands,Ecommerce,2021.0,Bengaluru,Ananth Narayanan,India,"Rs 24,423,580,000.0"
Mentor Match,Edtech,2020.0,Chennai,"Rayhaan Shaik, Rohit Raheja, Sachit Dugar",India,"Rs 83,000,000.0"
MentorKart,Edtech,2018.0,Noida,"Ashish Khare, Harsh Srivastava, S K Mohanty",India,
Mentoria,Edtech,2015.0,Mumbai,"Ashish Arora, Juie Divecha, Nikhar Arora, Sameer Bhakhri",India,
Mentza,Media & Entertainment,2020.0,Mumbai,"Anand Parameswaran, Anurag Vaish, Divya Balakrishnan, Fareesh Vijayarangam, Jayal Shroff, Tapasi Mittal",India,
Meolaa,Ecommerce,2022.0,Bengaluru,Ishita Sawant,India,"Rs 166,000,000.0"
Mera Cashier,Fintech,2023.0,Mumbai,"Akhilesh Kumar, Gaurav Tomar, Sucharita Reddy, Suneel Kumar",India,
Mera Gaon,Media & Entertainment,2022.0,New Delhi,,India,
MeraDoctor,Health Tech,2010.0,Mumbai,"Ajay Nair, Gautam Ivatury",India,"Rs 87,150,000.0"
MeraJob India,Consumer Services,2012.0,Gurugram,"Girish Phansalkar, Pallav Sinha, Raman Thiagarajan, Ritwick Ghoshal",India,"Rs 249,000,000.0"
MeraKisan,Ecommerce,2016.0,Pune,Prashanth Patil,India,
MeraPashu360,Agritech,2021.0,Gurugram,"Kanupriya Saldi, Niket Agrawal, Varun Verma",India,
MeraTractor,Ecommerce,2017.0,Pune,"Monak Gohel,Sajith Abraham",India,
Meragi,Consumer Services,2021.0,Bengaluru,"Abhinav Chandran, Lakshminarayan Balasubramaniam, Mukund Mohan Raj",India,"Rs 1,510,600,000.0"
Meras Plugins,Clean Tech,2018.0,Chennai,"Vivek Samynathan Rajamanickam,Ragavendra Ravichandran",India,
MergerDomo,Fintech,2018.0,New Delhi,"Hormazd Charna, Manoj Mishra",India,
Meritnation,Edtech,2008.0,Gurugram,"Pavan Chauhan, Ritesh Hemrajani",India,"Rs 1,278,200,000.0"
Meritto,Enterprise Tech,2016.0,Gurugram,"Naveen Goyal,Suraj Sapra",India,"Rs 402,550,000.0"
Meru Cabs,Travel Tech,2007.0,Mumbai,Neeraj Gupta,India,"Rs 6,225,000,000.0"
Mesa School of Business,Edtech,2023.0,Bengaluru,"Varun Limaye,Ankit Agrawal",India,"Rs 343,619,999.0"
Mestastop Solutions,Health Tech,2018.0,Bengaluru,"Arnab Roy Chowdhury, Debabani Roy Chowdhury",India,
MetaMan,Ecommerce,2022.0,Bengaluru,"Anil Shetty,Harsh Maskara,Raunak Samdaria",India,
MetaMorphoSys,Fintech,2016.0,Pune,"Amit Naik, Kewal Vargante",India,"Rs 240,700,000.0"
MetaShop,AI,2022.0,Pune,"Mukul Ingle, Sophiya Jagannathan",India,
MetaShot,Media & Entertainment,2021.0,Bengaluru,"Prince Thomas,Ajith Sunny,Ranjit Behera",India,
Metabook XR,Deeptech,2019.0,Noida,"Ashish,Sanjeev Singh",India,
Metafin,Clean Tech,2018.0,Parel,"Sandeep Chopra, Aditya Samir Shah",India,"Rs 419,980,000.0"
Metahire,Enterprise Tech,2022.0,Pune,"Rohit Shah, Shivika Agrawal",India,
Metal Market,Ecommerce,2023.0,Gurugram,"Igor Karelin, Roman Volkov",India,
Metalbook,Ecommerce,2021.0,Gurugram,"Aman Kumar Tibrewal,Pulkit Baldev,Raghavendra Pratap Singh",India,"Rs 3,154,000,000.0"
Metalstreet,Ecommerce,2017.0,Bengaluru,"Arun Shukla, Nupin R Pillai, Shashank Ananth",India,
Metanoa,Enterprise Tech,2019.0,Ernakulam,Vibin Varghese,India,
Metaphy Labs,Enterprise Tech,2022.0,Bengaluru,Varun Sharma,India,
Metastable Materials,Clean Tech,2021.0,Bengaluru,"Ashok Kumar,Manikumar Uppala,Saurav Goyal,Shubham Vishwakarma",India,
Metavian,Web3,2022.0,Mumbai,,India,
MetroMedi,Health Tech,2018.0,Hyderabad,Maruthi Medisetti,India,"Rs 124,500,000.0"
MetroRide,Travel Tech,2020.0,Bengaluru,"Girish Nagpal, Kaaman Agarwal",India,
Metropolitan Stock Exchange of India,Fintech,2008.0,Mumbai,Venkataraman U.,India,"Rs 2,681,730,000.0"
Metvy,Edtech,2018.0,Gurugram,Shawrya Mehrotra,India,
Mhyth,Ecommerce,2024.0,Bengaluru,Mitali Rai,India,
MiClient,Enterprise Tech,2018.0,Gurugram,"Chandan Ghosh, Swati Sharma",India,
MiCoB,Advanced Hardware & Technology,2018.0,Ahmedabad,"Shashank Shekhar, Rishabh Mathur, Ankita Sinha",India,
MiHup,Enterprise Tech,2016.0,Kolkata,"Biplab Chakraborty, Sandipan Chattopadhyay, Sandipan Mandal, Tapan Barman",India,"Rs 830,000,000.0"
MiQasa Inc.,Ecommerce,2015.0,Hyderabad,Santosh Kumar Patil,India,
MiStay,Travel Tech,2016.0,Bengaluru,"Pranav Prabhakar, Sandeep Jaiswal",India,
MicroBite,Clean Tech,2021.0,Hyderabad,"Praveen Gorakavi,Meghana Reddy Jale",India,"Rs 124,500,000.0"
MicroDegree,Edtech,2019.0,Mangalore,"Gaurav Kamath, Manikanta Nair, Rakesh Kothari",India,
MicroGo,Health Tech,2016.0,Chennai,Rachna Dave,India,
Microchip Payments,Fintech,2018.0,Hubballi,Farhan Firaq,India,
Microvista,Fintech,2011.0,Ahmedabad,Malav Dalwadi,India,
Midland Microfin,Fintech,2011.0,Jalandhar,Amardeep Samra,India,"Rs 257,300,000.0"
Mihuru,Travel Tech,2016.0,Mumbai,"Jonathan Nunez Gonzalez, Shruti Mehrotra",India,
MikeLegal,Enterprise Tech,2017.0,Gurugram,"Ankit Yadav, Anshul Gupta, Tushar Bhargava",India,
Miko,Edtech,2015.0,Mumbai,"Chintan Raikar, Prashant Iyengar, Sneh Vaswani",India,"Rs 5,384,210,000.0"
