name,sector,founded,amount_raised,headquarters,founders,country
Culture Machine,Media & Entertainment,2013.0,$21.50 Mn+,Mumbai,"Sameer Pitalwalla, Venkat Prasad",India
CultureAlley,Edtech,2012.0,$6.75 Mn+,Jaipur,"Nishant Patni, Pranshu Patni",India
Cupick,Media & Entertainment,2014.0,$120.00K+,Bengaluru,"Justin Alva, Rituraj Dowerah, Shaishav Todi",India
Cura Care,Health Tech,2024.0,$585.57K+,Bengaluru,"Abhinav Kumar, Chinmay Mittal, Paminder Singh",India
CureBay,Health Tech,2021.0,$13.58 Mn+,Bhubaneswar,"Priyadarshi Mohapatra, Sanjay Swain, Shobhan Mahapatra",India
CureInstant,Media & Entertainment,2015.0,$180.00K+,Noida,Hamraj Kumar,India
CureJoy,Media & Entertainment,2013.0,$5.55 Mn+,Bengaluru,"Dikshant Dave,Shrinivasa Sharma",India
CureSkin,Ecommerce,2017.0,$25.50 Mn+,Bengaluru,"Guna Kakulapati, Ramakrishna R",India
Curefoods,Foodtech,2020.0,$191.35 Mn+,Bengaluru,Ankit Nagori,India
Curelink,Enterprise Tech,2021.0,$3.55 Mn+,Gurugram,"Aman Singla,Divyansh Jain",India
Curelo,Health Tech,2022.0,$1.30 Mn+,Gurugram,"Arpit Jayswal, Parth Jaiswal",India
Curie Labs,Enterprise Tech,2017.0,,New Delhi,"Abhinav Saksena, Saurabh Vij",India
Curie Money,Fintech,2022.0,$1.20 Mn+,Bengaluru,"Arindam Ghosh, Tushar Choudhary",India
Curiositi Learning Solutions,Enterprise Tech,2013.0,$513.91K+,Bengaluru,"Manoj Thandassery,Vinod Abraham",India
Curlin,Ecommerce,2022.0,$160.00K+,Ahmedabad,Sumit Curl Karranji,India
Curofy,Health Tech,2014.0,$1.91 Mn+,Gurugram,"Mudit Vijayvergiya, Nipun Goyal, Pawan Gupta",India
Curry it,Ecommerce,2020.0,$535.70K+,New Delhi,"Richa Sharma,Nischal Kandula",India
Custiv,Enterprise Services,2019.0,,Bengaluru,"Ajay Vikram Singh, Maqsood Mohammed",India
CustomFit AI,Enterprise Tech,2019.0,,Bengaluru,"Abhishek Matmari, Ashwin Kumar, Shoaib Mohammed",India
CustomFurnish,Real Estate Tech,2013.0,$9.50 Mn+,Hyderabad,Madhukar Gangadi,India
Customer360,Enterprise Tech,2013.0,,Mumbai,"Mayuresh Shilotri, Mitul Thakkar, Onkar Bhosle",India
CustomerLabs Inc,Enterprise Tech,2013.0,$50.00K+,Chennai,"Asim Ali, Vishnu Vankayala",India
CutBox,Logistics,2022.0,$149.85K+,Pune,"Saurabh Agnihotri, Rajarshi Chattopadhyay, Ziaul Hoda",India
Cuvette Tech,Consumer Services,2021.0,$180.00K+,Bengaluru,"Atul Kumar Singhal, Sudhanshu Kumar Singh",India
CyRAACS,Enterprise Services,2017.0,,Bengaluru,"Murari Shanker, Suresh Iyer",India
Cybernexa,Enterprise Tech,2018.0,,Chennai,Magesh Kumar,India
CyborgIntell,Enterprise Tech,2018.0,$1.09 Mn+,Bengaluru,"Amit Kumar, Mohammed Nawas, Suman Singh",India
Cyclops MedTech,Health Tech,2015.0,$1.00 Mn+,Bengaluru,"Dr. Srinivas Dorasala, Niranjan Subbarao, Ravi Nayar",India
Cygni Energy,Clean Tech,2014.0,$18.90 Mn+,Hyderabad,"Paramjit Singh, Venkat Rajaraman",India
Cygnus Medicare,Health Tech,2011.0,$27.87 Mn+,New Delhi,"Naveen Nischal, Shuchin Bajaj, Sunil Bhayana",India
CynLr,AI,2019.0,$15.28 Mn+,Bengaluru,"Gokul N A, Nikhil Ramaswamy",India
D'Moksha Homes,Ecommerce,2020.0,$575.00K+,Mumbai,"Manav Dhandha, Nimisha Dhandha",India
D'chica,Ecommerce,2019.0,$196.31K+,New Delhi,"Richa Kapila,Vani Chugh",India
D-Nome,Health Tech,2021.0,$1.50 Mn+,Hyderabad,"Divya Sriram,Sujoy Deb",India
D2C Ecommerce India,Ecommerce,2022.0,$752.92K+,Gurugram,Manish Gupta,India
DAOLens,Enterprise Tech,2022.0,$5.00 Mn+,Bengaluru,"Vikram Aditya,Apoorv Nandan",India
DAOstruct,Web3,2022.0,$154.37K+,Bengaluru,"Nishu Kumar, Utkarsh Singh",India
DApp World,Edtech,2021.0,,Pune,"Aniket Savji, Ganesh Deshpande, Prajwal Raut",India
DB Realty,Real Estate Tech,2007.0,$308.93 Mn+,Mumbai,"Shahid Balwa, Vinod Goenka",India
DCB BANK,,1930.0,$12.20 Mn+,Mumbai,,India
DCGpac,Ecommerce,2005.0,$2.17 Mn+,Gurugram,"Suresh Bansal,Seema Bansal",India
DCirrus,Enterprise Tech,2018.0,,New Delhi,"Akhil Gupta, Lalit Mathur, Sonal Mathur",India
DCode Care,Health Tech,2019.0,$34.25K+,Bengaluru,"Preeti Veenam,Preeti Veenam",India
DGV,Fintech,2019.0,$9.10 Mn+,Bengaluru,Ragavan Venkatesan,India
DIAL4242,Consumer Services,2016.0,$240.44K+,Mumbai,"Gautam Suresh Amonkar,Jeetendra Ghanshyam Lalwani,Nilesh Shripad Mahambre",India
DINGG,Enterprise Tech,2018.0,$450.00K+,Pune,"Akshay Poorey, Santosh Patidar",India
DMI Finance,Fintech,2008.0,$1.13 Bn+,New Delhi,"Shivashish Chatterjee, Yuvraja C Singh",India
DOT,Clean Tech,2020.0,,Gurugram,Vineet J. Mehra,India
DP TradeKING,Fintech,2016.0,,Anand,,India
DPDZero,Fintech,2022.0,$3.75 Mn+,Bengaluru,"Ananth Shroff,Ranjith B R",India
DROR,Enterprise Tech,2018.0,$63.35K+,Gurugram,Dhiraj Nauhbar,India
DStreet Games,Media & Entertainment,2020.0,,Bengaluru,"Paarth Dhar, Suresh Bavisetti",India
DUSD,Web3,2020.0,$2.40 Mn+,Bengaluru,"Arpit Agarwal, Siddhartha Jain",India
DUX Education,Edtech,2020.0,,Bengaluru,"Rohit Jain, Manika Tiwari, Udit Chaturvedi",India
DaMENSCH,Ecommerce,2018.0,$25.77 Mn+,Bengaluru,"Anurag Saboo, Gaurav Pushkar",India
Daaki,Ecommerce,2013.0,,Bengaluru,Amit Dabas,India
Daakia,Media & Entertainment,2020.0,$479.65K+,Kolkata,Animesh Gupta,India
Daalchini,Consumer Services,2017.0,$5.17 Mn+,Noida,"Prerna Kalra,Vidya Bhusan",India
Daily Delite India Pvt. Ltd,Consumer Services,2005.0,,New Delhi,Saurabh Sahni,India
DailyBee,Enterprise Tech,2021.0,$149.85K+,Hyderabad,"Snehith Budime, Satya Avasarala",India
DailyHunt,Media & Entertainment,2007.0,$1.71 Bn+,Bengaluru,"Chandu Sohoni, Umang Bedi, Umesh Kulkarni, Virendra Gupta",India
DailyNinja,Consumer Services,2015.0,$8.76 Mn+,Bengaluru,"Anurag Gupta, Sagar Yarnalkar",India
DailyObjects,Ecommerce,2012.0,$13.30 Mn+,Gurugram,"Pankaj Garg, Saurav Adlakha",India
DailyPe,Fintech,2022.0,,Surat,Shashwat Shrikhande,India
DailyRounds,Media & Entertainment,2014.0,$500.00K+,Bengaluru,"Deepu Sebin, Nimmi Cherian, Priyaank Choubey",India
Damroo,Media & Entertainment,2020.0,,Mumbai,Ram Mishra,India
Dandera Ventures,Clean Tech,2020.0,,Gurugram,"Kshitij Bajaj, Kanav Manchanda",India
DangalGames,Media & Entertainment,2017.0,$365.00K+,New Delhi,"Karan Gandhi, Manan Sobti, Shashwat Jain, Varun Mahna, Varun Puri",India
Dantech,Health Tech,2023.0,$2.51 Mn+,Chennai,Dr Shiva Shankar,India
Dapps,Media & Entertainment,2022.0,,New Delhi,,India
DarwinBox,Enterprise Tech,2015.0,$115.50 Mn+,Hyderabad,"Chaitanya Peddi, Jayant Paleti, Rohit Chennamaneni",India
Dashmalav AI,Media & Entertainment,2023.0,$6.04K+,Jaipur,,India
Data Egic Digital,Enterprise Services,2022.0,,Patna,,India
Data Pilotics,Enterprise Tech,2023.0,,Pune,Rajani Ahuja,India
Data Science Wizards,Enterprise Tech,2019.0,$3.39 Mn+,Thane,"Pritesh Surendra Tiwari, Ramesh Khare, Sandeep Khuperkar, Shivam Thakkar",India
Data Sutram,Enterprise Tech,2018.0,$5.37 Mn+,Mumbai,"Aishik Pyne, Aisik Paul, Alok Mani, Ankit Das, Rajit Bhattacharya, Soumik Chakrabarty",India
DataGlen,Advanced Hardware & Technology,2015.0,$25.00K+,Bengaluru,"Deva P. Seetharam, Sunil Ghai, Tanuja Ganu",India
Datamotive.io,Enterprise Tech,2021.0,$3.80 Mn+,Pune,"Yogesh Anyapanawar, Sameer Zaveri",India
Dataresolve Technologies,Enterprise Tech,2013.0,$1.00 Mn+,Noida,"Devesh Kumar Mittal, Dhruv Khanna, Dipanjan Biswas, Nagarjun Kota",India
Datavio,Enterprise Tech,2023.0,$149.85K+,Bengaluru,"Mayank Prasoon, Kunal Parmani, Mukul Agarwal",India
Datazip,Enterprise Tech,2022.0,$1.00 Mn+,Bengaluru,"Sandeep Dev Devarapalli, Rohan Khameshra, Shubham Baldava",India
Datstop Hostel,Travel Tech,2019.0,,New Delhi,Dhruvin Shah,India
DaveAI,Enterprise Tech,2016.0,$256.54K+,Bengaluru,"Ananthakrishnan Gopal, Ashok Balasundaram, Sriram P H",India
Davinta,Fintech,2019.0,,Bengaluru,"Raj Vattikuti, Ravi Garikipati",India
Davos Protocol,Web3,2022.0,,Hyderabad,,India
Dawaa Dost,Health Tech,2018.0,$4.00 Mn+,Jaipur,"Amit Choudhary, Yash Harlalka",India
Dawailelo.com,Health Tech,2013.0,$52.00K+,New Delhi,Arpit Sarin,India
DawnTown,Ecommerce,2021.0,$500.00K+,Mumbai,"Kushagra Patwari,Risheek Agrawal",India
DayBest,Advanced Hardware & Technology,2017.0,,Pune,Devesh Zha,India
Dazo,Foodtech,2014.0,,Bengaluru,"Monica Rastogi, Shashaank Shekhar Singhal",India
DcodeAI,Edtech,2020.0,$500.00K+,New Delhi,"Ashish Aggarwal, Kartik Sharma",India
Dcoder,Enterprise Tech,2016.0,,Bengaluru,Ankush Chugh,India
DeCharge,Clean Tech,2024.0,$2.50 Mn+,Hyderabad,"Mohan Ponnada,Prakash Kamaraj,Rama Krishna",India
DeHaat,Agritech,2012.0,$284.29 Mn+,Gurugram,"Abhishek Dokania, Adarsh Srivastava, Amrendra Singh, Shashank Kumar, Shyam Sundar Singh",India
Deal4Loans,Fintech,2007.0,$15.00 Mn+,Noida,Rishi Mehra,India
DealBasket,Ecommerce,2022.0,,Gurugram,Abhishek Kaushik,India
DealDox CPQ,Enterprise Tech,2022.0,$43.00K+,Bengaluru,Sandhya S Hegde,India
DealShare,Ecommerce,2018.0,$443.62 Mn+,Bengaluru,"Rajat Shikhar, Sankar Bora, Sourjyendu Medda, Vineet Rao",India
Dealberg,Ecommerce,2016.0,,Bengaluru,"Abhishek Emmanuel,Suma PV",India
Dealwithus,Ecommerce,2013.0,$16.60K+,Mumbai,Kamal Kishore Kumawat,India
Debound,Enterprise Services,2022.0,$3.67K+,Gurugram,"Arshdeep Taneja, Avyay Gupta, Komal Patel, Smayan Gupta",India
Decapods Aquaculture Technologies,Agritech,2023.0,$507.08K+,Chennai,Vinod Philips,India
Deccan Transcon,Logistics,2015.0,,Hyderabad,,India
Deciml,Fintech,2020.0,$1.00 Mn+,Pune,Satyajeet Kunjeer,India
Deciwood,Ecommerce,2019.0,$198.19K+,New Delhi,Ananya Meena,India
Deck App Technologies,Enterprise Tech,2012.0,$700.00K+,Bengaluru,Sumanth Raghavendra,India
Deconstruct,Ecommerce,2020.0,$2.00 Mn+,Bengaluru,Malini Adapureddy,India
DecorTwist,Ecommerce,2022.0,$250.00K+,Noida,"Anupam Rajey,Nidhi Bajpai",India
Deep Rooted,Ecommerce,2018.0,$18.00 Mn+,Bengaluru,"Arvind Murali,Avinash B Ramamurthy,Gururaj Seshagiri Rao,Santhosh Narasipura",India
DeepMatrix,Enterprise Tech,2022.0,$2.20 Mn+,Bengaluru,"Kaustubh Tripathi, Naresh Soni",India
DeepSight AI Labs,AI,2018.0,$245.41K+,Gurugram,"Nishant Veer, Rakesh Channaiah, Satya Tadimeti",India
DeepSync,AI,2020.0,$800.00K+,Noida,"Ishan Sharma, Rishikesh .",India
Deftouch,Media & Entertainment,2017.0,$2.40 Mn+,Bengaluru,"Keshav Sunder, Ninad Bhagwat",India
Defy,Fintech,2021.0,$5.50 Mn+,Bengaluru,"Bhagaban Behera, Nakul Kelkar, Sriharsha Setty",India
Dekkoh,Consumer Services,2015.0,,Bengaluru,"Aditya Chalasani, Varun Mathew",India
Delhivery,Logistics,2011.0,$1.38 Bn+,Gurugram,"Bhavesh Manglani, Kapil Bharati, Mohit Tandon, Sahil Barua, Suraj Saharan",India
Delight Foods,Ecommerce,2015.0,$760.49K+,Bengaluru,"HS Srinivasan, Ramesh Krishnamurthy",India
DeliverMyTune,Media & Entertainment,2016.0,,New Delhi,"Vibhor Goel, Akshay Mehta",India
Delta X Automotive,Clean Tech,2020.0,,Bengaluru,"Navaz Zackariya,Logasrinivasan Palani",India
DelyBazar,Consumer Services,2015.0,$300.00K+,Kolkata,"Abhinava Ray Chaudhuri, Abhirup Basak, Bijoy Kar, Kumaresh Bhattacharjee, Subhasis Sasmal",India
Delyver,Foodtech,2010.0,$1.00 Mn+,Bengaluru,"Afsal Salu, Reebu Varghese",India
Demyto,Consumer Services,2016.0,,Pune,"Kaustubh Konkar, Rajendra Rade, Ulhas Pandit",India
Dennis Lingo,Ecommerce,2019.0,,Mumbai,Romil Jain,India
Denovo Biolabs,Health Tech,2013.0,,Bengaluru,Dinesh Kumar Saini,India
Dental Dost,Health Tech,2020.0,,Pune,"Dr. Vidhi Bhanushali, Rajat Kabade",India
Dentalkart.com,Health Tech,2016.0,$10.04 Mn+,New Delhi,"Sandeep Aggarwal, Vikas Aggarwal",India
Dentee,Health Tech,2012.0,,Mumbai,Neil Patel,India
Denvik Technology,Advanced Hardware & Technology,2007.0,,Chennai,"Mohammed Mohideen,Haja mohideen",India
Derbii,Travel Tech,2015.0,,Gurugram,Prasenjit Singh,India
DermaQ,Health Tech,2023.0,,Bengaluru,"Abinash Senapati, Ruhi Kurele",India
Desi Beats Private Limited,Media & Entertainment,2022.0,,Shimla,"Nitesh Kumar, Shubham Rangra, Subhash Chand",India
Desi Farms,Ecommerce,2016.0,,Pune,"Alok Pawar, Prateek Gupta, Sunil Shahi",India
Desi Hangover,Ecommerce,2014.0,$179.92K+,Mumbai,"Abha Agrawal,Hitesh Kenjale,Lakshya Arora",India
Design Cafe,Real Estate Tech,2016.0,$58.39 Mn+,Bengaluru,"Gita Ramanan, Shezan Bhojani",India
DesignX,Enterprise Tech,2015.0,$1.70 Mn+,New Delhi,"Nishant Srivastav, Rajat Srivastava",India
Detect Technologies,Enterprise Tech,2016.0,$43.31 Mn+,Chennai,"Daniel Raj David, Harikrishnan Arangali Shaji, Karthik Rajasekaran, Tarun Mishra",India
DevDham,Consumer Services,2020.0,$720.14K+,Noida,"Pranav Kapoor,Sagnika Chowdhury,Suyash Taneja",India
DevMiraa,AI,2022.0,,New Delhi,"Rishabh Jain, Umesh Agarwal",India
DevX,Real Estate Tech,2020.0,$11.00 Mn+,Ahmedabad,"Rushit Shah,Umesh Uttamchandani,Parth Shah",India
Devic Earth,Clean Tech,2018.0,$1.37 Mn+,Bengaluru,"Srikanth Sola,Shaguna Sinha,Shivani Sinha Sola,Srikanth Sola,Shaguna Sinha,Shivani Sinha Sola",India
Devigere Biosolutions,Health Tech,2020.0,,Bengaluru,Smitha Devigere,India
Devnagri,AI,2020.0,$600.00K+,Noida,"Himanshu Sharma, Nakul Kundra",India
Devourin,Enterprise Tech,2014.0,,Pune,Sivanandan Chettiyar,India
Devtron,Enterprise Tech,2019.0,$12.00 Mn+,Gurugram,"Nishant Kumar, Prashant Ghildiyal, Rajesh Razdan",India
Dexif,Fintech,2022.0,$4.00 Mn+,New Delhi,"Deepank Bhandari, Pallavi Bajaj, Tushar Sharma",India
Deyor,Travel Tech,2016.0,$500.00K+,Gurugram,"Chirag Gupta, Dheeraj Jain, Himanshu Agarwal",India
Deyor Rooms,Travel Tech,2015.0,$500.00K+,Gurugram,Dheeraj Jain,India
Dezerv,Fintech,2021.0,$60.00 Mn+,Mumbai,"Sahil Contractor, Sandeep Jethwani, Vaibhav Porwal",India
DezignUp,Media & Entertainment,2014.0,,New Delhi,Arpit Khandelwal,India
DgNote Technologies,Fintech,2014.0,,Mumbai,Manish Rele,India
Dhaksha Unmanned Systems,,2019.0,,Chennai,Ramanathan Narayanan,India
Dhani Pay,Fintech,2010.0,,Mumbai,Sameer Gehlaut,India
Dharaksha Ecosolutions,Clean Tech,2020.0,$3.47 Mn+,New Delhi,Arpit Dhupar,India
DheeYantra,AI,2017.0,,Bengaluru,"Sreekumar Jairaj, Vidhu Bennie",India
DhiWise,Enterprise Tech,2021.0,$12.00 Mn+,Surat,"Rahul Shingala, Vishal Virani",India
Dhiway,Enterprise Tech,2019.0,$1.00 Mn+,Bengaluru,"Amar Tumballi, Pradeep Kp, Satish Mohan, Sreevidya Satish",India
Dhruva Space,Advanced Hardware & Technology,2012.0,$12.99 Mn+,Hyderabad,"Krishna Teja Penamakuru, Sanjay Nekkanti",India
Dhulai,Consumer Services,2015.0,,Noida,Vineet Chaudhary,India
Dhurina,Edtech,2019.0,$2.48 Mn+,Gurugram,"Ajay Kumar Rathore, Murari Singh, Sachin Sardana, Sanjay Singh Rathore",India
DiabetOmics,Health Tech,2008.0,$11.62 Mn+,Hyderabad,"Charles Roberts, Paturi V. Rao, Srinivasa Nagalla",India
Diagna,Enterprise Tech,2022.0,,Gurugram,,India
Diensten Tech,Enterprise Services,2007.0,,Noida,,India
Digantara,Advanced Hardware & Technology,2020.0,$14.56 Mn+,Bengaluru,"Anirudh Sharma, Rahul Rawat, Tanveer Ahmed",India
Digi-Prex,Health Tech,2019.0,$5.50 Mn+,Hyderabad,Samarth Sindhi,India
Digi2L,Ecommerce,2021.0,,Mumbai,"Alok Mathur, Tarun Bhardwaj",India
DigiConnectt,Enterprise Tech,2016.0,$125.00K+,Bengaluru,"Prrashanth H. Nagaraj, Uma Dakshinamurthy",India
DigiLend Analytics & Technology,Fintech,2015.0,$311.00K+,Mumbai,Hemang Dattani,India
DigiSparsh,Fintech,2020.0,,Mumbai,"Akhilesh Gandhi, Saurabh Soni",India
Digiaccel Learning,Edtech,2022.0,$1.80 Mn+,Gurugram,"Aalekh Tripathi, Karan Bhagi",India
Digiarway Healthcare,Health Tech,2018.0,,New Delhi,Sushant Sharma,India
Digiboxx,Enterprise Tech,2020.0,$1.50 Mn+,Mumbai,Arnab Mitra,India
Digichorus Technologies,Enterprise Services,2015.0,,Pune,Santosh Kumar,India
Digimaze,Enterprise Tech,2019.0,$700.00K+,Mumbai,Vatsal Rajgor,India
Digio,Enterprise Tech,2016.0,$400.00K+,Bengaluru,"Abhinav Parashar, Sanket Nayak",India
Digiperform,Edtech,2014.0,$3.60 Mn+,Noida,"Manu Jolly, Vaibhav Vats",India
Digit,,2000.0,,Mumbai,Manvendra Shukul,India
Digit Insurance,Fintech,2016.0,$542.54 Mn+,Bengaluru,Kamesh Goyal,India
Digital Gorkha,Enterprise Tech,2015.0,$160.00K+,Pune,Hitesh Malviya,India
Digital India Payments,Fintech,2013.0,$810.13K+,Mumbai,Hari Prasath,India
Digital Mall of Asia,Advanced Hardware & Technology,2016.0,$3.06 Mn+,Noida,Rishabh Mehra,India
DigitalF5,Enterprise Tech,2011.0,$6.00 Mn+,Mumbai,"Barin Mukherjee, Ravi Dubey",India
DigitalPaani,Clean Tech,2020.0,$1.20 Mn+,Gurugram,"Mansi Jain,Rajesh Jain",India
Dil Foods,Foodtech,2022.0,$2.00 Mn+,Bengaluru,Arpita Aditi,India
Dineout,Foodtech,2012.0,,Noida,"Ankit Mehrotra, Nikhil Bakshi, Sahil Jain, Vijayan Parthasarathy, Vivek Kapoor",India
Diponed BioIntelligence,Health Tech,2009.0,,Bengaluru,Dr. Kaushik D. Deb,India
Dipper,Logistics,2015.0,,New Delhi,"Ayush Syal, Suryansh Jalan",India
Direct Create,Ecommerce,2016.0,,New Delhi,"Rajeev Lunkad, Sheela Lunkad",India
Diro Labs,Enterprise Tech,2014.0,$597.00K+,New Delhi,"Arjun Singh, Nikhil Rai, Sumeet Singh, Vishal Gupta",India
DishCo,Consumer Services,2014.0,,Mumbai,Jimmy Shaw,India
Disprz,Enterprise Tech,2015.0,$52.44 Mn+,Chennai,"Kuljit Chadha, Subramanian Viswanathan",India
Disrupt Brand,Ecommerce,2018.0,$213.28K+,Mumbai,"Hardik Varia, Rannvijay Singha, Shakeef Khan",India
Dista,Enterprise Tech,2017.0,$1.20 Mn+,Pune,Deepak Garg,India
Ditch The Guilt,Ecommerce,2019.0,,Mumbai,"Abhishek Shah, Lipika Inerkar Shah",India
Divine,Consumer Services,2021.0,,Mumbai,Paras Shah,India
Djubo.com,Enterprise Tech,2015.0,,New Delhi,"Sankalp Goel, Tarun Gulati",India
Do Your Thng,Media & Entertainment,2019.0,$300.00K+,Gurugram,"Ankit Agarwal, Hemant Dua",India
DoSelect,Edtech,2015.0,$758.71K+,Bengaluru,"Iliyas Shirol, Rohit Tirkey, Sanket Saurav",India
Dobiee Foods,Ecommerce,2020.0,$88.92K+,Mumbai,Arjun Dharamshi,India
DocCare AI,Health Tech,2020.0,,Mumbai,"Chittaranjan Mishra, Dr. Niranjan S, J K Singha, RK Ningthem Devi",India
DocPlexus,Media & Entertainment,2014.0,$700.00K+,Pune,Phanish Chandra,India
DocPlix,Enterprise Tech,2021.0,$943.73K+,Lucknow,"Varun Garg,Aayush Garg,Dr Ajay Shukla",India
DocPrime,Health Tech,2018.0,$50.00 Mn+,Gurugram,Yashish Dahiya,India
DocTalk,Enterprise Tech,2016.0,$5.00 Mn+,Mumbai,"Akshat Goenka, Krishna Chaitanya Aluru, Vamsee Chamakura",India
DocTree,Consumer Services,2012.0,,Bengaluru,Sreenivasan Narayana,India
Dockabl,Enterprise Tech,2017.0,$1.26 Mn+,Bengaluru,"Samarth Masson, Sanjeev Grover",India
DocketRun,AI,2019.0,$70.00K+,Hubballi,"Ajay Kabadi, Shwetha Shettar",India
DocsApp,Health Tech,2015.0,$47.58 Mn+,Bengaluru,"Enbasekar Dinadayalane, Satish Kannan",India
DoctorC,Health Tech,2012.0,$410.00K+,Hyderabad,"Karan Kurani, Mansi Gandhi, Neehar Cherabuddi",India
DoctorInsta,Health Tech,2015.0,$3.00 Mn+,Gurugram,Lord Munjal,India
Docttocare,Health Tech,2016.0,$567.00K+,Bengaluru,"Sugandha Agarwal,Mrinal Kanti Ghosh",India
Docturnal,Health Tech,2016.0,$14.74K+,Hyderabad,"Gutha Vaishnavi Reddy, Rahul Pathri",India
Docwise,Health Tech,2016.0,,Bengaluru,"Prabhat Verma, Rahul Gupta, Samar Ahmed",India
DogSpot,Ecommerce,2011.0,,Gurugram,Rana Atheya,India
Dogsee Chew,Ecommerce,2015.0,$14.00 Mn+,Bengaluru,"Bhupendra Khanal, Sneh Sharma",India
Donatekart,Fintech,2016.0,$361.70K+,Hyderabad,"Anil Kumar Reddy, Sandeep Sharma",India
Done Deal,Fintech,2022.0,$800.00K+,Mumbai,"Aneesh Sivakumar,Ankur Jain,Rohit Raj",India
DoneThing,Consumer Services,2015.0,$530.00K+,Gurugram,"Chetan Agarwal, Karan Saharan, Rohit Pansari, Shivangi Agarwal, Sonal Saraogi",India
Don’t Memorise,Edtech,2013.0,$4.23K+,Mumbai,Ganesh Pai,India
Don’t Scratch Your Head,Enterprise Tech,2015.0,$250.00K+,Ahmedabad,"Harshad Vagdoda, Sumit Karanji, Suraj Vazirani",India
Doodhvale Farms,Consumer Services,2019.0,$3.00 Mn+,New Delhi,"Ishu Jain, Sanjay Jain",India
Doodhwala,Ecommerce,2015.0,$2.20 Mn+,Bengaluru,"Aakash Agrawal, Ebrahim Akbari",India
Doodley,Consumer Services,2023.0,,Bengaluru,"Utsav Bisaria, Yash Ladda",India
Doormint,Consumer Services,2014.0,$3.00 Mn+,Andheri,"Abhinav Agarwal, Naman Lahoty",India
Doosra,Consumer Services,2020.0,,Hyderabad,Aditya Vuchi,India
Doozton,Consumer Services,2013.0,,New Delhi,Pushpendra Singh,India
Doppelio,Enterprise Tech,2019.0,$1.20 Mn+,Bengaluru,"Gaurav Johri, Rajesh K., Sharmila Saha",India
Dopplr,Enterprise Tech,2020.0,$1.25 Mn+,Bengaluru,"Sresht Agarwal, Vishal Daga",India
Doqfy,Enterprise Tech,2019.0,$2.10 Mn+,Bengaluru,"Aditya Pandranki, Vilaas B V Rao",India
Dorje Teas,Ecommerce,2021.0,$250.47K+,Darjeeling,Sparsh Agrawal,India
Dose FM,Media & Entertainment,2018.0,,Bengaluru,"Abhishek Damodara, Rishabh Harit",India
DotPe,Enterprise Tech,2019.0,$93.50 Mn+,Gurugram,"Anurag Gupta, Gyanesh Sharma, Shailaz Nag",India
DoubtQ,Enterprise Tech,2023.0,$5.00K+,Surat,,India
Doubtbox,Edtech,2017.0,$72.90K+,Trivandrum,Ranjith Balan,India
Doubtnut,Edtech,2016.0,$52.34 Mn+,Gurugram,"Aditya Shankar, Ravi Sekhar KV, Tanushree Nagori",India
Doxper,Enterprise Tech,2015.0,$6.95 Mn+,Mumbai,"Pawan Jain, Randeep Singh, Shailesh Prithani",India
Dozee,Health Tech,2015.0,$23.12 Mn+,Bengaluru,"Gaurav Parchani, Mudit Dandwate",India
Dpanda,Enterprise Tech,2021.0,$250.00K+,Gurugram,"Rajat Dhanda, Gaurav Gupta",India
Dr Mantra,Ecommerce,2021.0,$200.00K+,Mahuva,"Takki Zain,Shivansh Jain",India
Dr. Paws,Ecommerce,2024.0,$929.25K+,Bengaluru,Udit Gadkary,India
Dr. Sheth's,Ecommerce,2017.0,$576.13K+,Mumbai,"Aarti Bhatia, Aneesh Sheth, Rekha Sheth",India
Dream Wallets,Fintech,2015.0,,Jaipur,"Manish Harodia, Nikhil Agrawal",India
Dream11,Media & Entertainment,2008.0,$1.56 Bn+,Mumbai,"Harsh Jain,Bhavit Sheth",India
Dreamtime Learning,Edtech,2022.0,,Mumbai,Lina Ashar,India
Dressfolk,Ecommerce,2017.0,$396.51K+,New Delhi,"LUXMI MEHROTRA, Nitin Mehrotra",India
DrinkPrime,Ecommerce,2016.0,$14.38 Mn+,Bengaluru,"Manas Hota, Vijender Reddy",India
Drip Capital,Fintech,2015.0,$408.00 Mn+,Mumbai,"Neil Kothari, Pushkar Mukewar",India
Drip Project,Ecommerce,2021.0,,Mumbai,"Harsh Maskara,Rohit Golia",India
Drishti Eye Care,Health Tech,2011.0,$4.00 Mn+,Bengaluru,"Anjali Joshi, Kiran Anandampillai, Rajesh Babu",India
Drive FITT,Health Tech,2024.0,,Noida,"Deke Smith, Mark Sellar, Preity G Zinta, Shubman Gill,Vikram Aditya Bhatia",India
DriveU,Travel Tech,2015.0,$4.96 Mn+,Bengaluru,"Amulmeet Chadha, Ashok Shastry, Rahm Shastry",India
DriveX,Ecommerce,2020.0,$10.60 Mn+,Bengaluru,"Christopher Sargunam, Narain Karthikeyan",India
Drivekool,Consumer Services,2014.0,,Bengaluru,"Kumar Gaurav, Mahesh Gidwani, Saumitra Kayal",India
DriverShaab,Consumer Services,2019.0,$609,Kolkata,"Avijit Das, Pavan Verma",India
Drivezy,Travel Tech,2015.0,$149.20 Mn+,Bengaluru,"Abhishek Mahajan, Amit Sahu, Ashwarya Singh, Hemant Kumar Sah, Vasant Verma",India
Drivify,Travel Tech,2015.0,$50.00K+,Mumbai,"Jatin Kamdar, Prasad Shriyan",India
