name,sector,founded,headquarters,founders,country,amount_raised_inr,state
Invictus Oncology,Health Tech,2011.0,New Delhi,"Raghunath Mashelkar, Shiladitya Sengupta",India,"Rs 156,040,000.0",Delhi
Invlyft,Fintech,2023.0,Bengaluru,,India,,Karnataka
Inzpira,Edtech,2021.0,Trivandrum,"Rohith Namboothiri, Sruthy Ramesh",India,,Kerala
IoTfy,Advanced Hardware & Technology,2014.0,New Delhi,"Arpit Chhabra, Saurabh Shandilya, Shashank Saxena, Shivam Dikshit, Sushant Taneja",India,,Delhi
IppoPay,Fintech,2020.0,Chennai,"Jai Kumar, Mohan Karuppiah, Thangaraj Sofiya",India,"Rs 174,300,000.0",Tamil Nadu
Irame.ai,Enterprise Tech,2023.0,Gurugram,"Ajay Mudhai,Kapil Arora",India,"Rs 83,000,000.0",Haryana
Iron Kettle,Ecommerce,2022.0,Bengaluru,,India,,Karnataka
Ironhill India,Ecommerce,2017.0,Hyderabad,Teja Chekuri,India,"Rs 830,000,000.0",Telangana
Is Going Online,Enterprise Tech,2017.0,Ernakulam,Eobin George,India,,Kerala
Ishitva Robotic Systems,AI,2018.0,Ahmedabad,"Jitesh Dadlani, Sandeep Singh",India,"Rs 83,000,000.0",Gujarat
Isos,Enterprise Tech,2016.0,Mohali,Arshdeep Brar,India,"Rs 415,000,000.0",Punjab
Isthara,Real Estate Tech,2017.0,Hyderabad,"Gilbert Lourduraj, Vijayan Krishna Kumar",India,"Rs 1,290,650,000.0",Telangana
Iter8,Enterprise Services,2024.0,Ahmedabad,Nilay Gajera,India,,Gujarat
Ithaka,Travel Tech,2015.0,Bengaluru,"Ameya Sahasrabudhe, Mithilesh Said, Rahul Singh",India,,Karnataka
Ivory,Media & Entertainment,2022.0,Mumbai,"Issac John, Rahul Krishnan",India,,Maharashtra
Ivy Homes,Real Estate Tech,2021.0,Bengaluru,"Abhilash Narahari, Pritam Thakur",India,"Rs 581,000,000.0",Karnataka
Iyaso,Edtech,2023.0,Pune,Viraj Kulkarni,India,,Maharashtra
J. K. Shah Classes,Edtech,2008.0,Mumbai,J. K. Shah,India,,Maharashtra
JIya Eco,Clean Tech,2011.0,Bhavnagar,Yogesh Chimanlal Patel,India,,Gujarat
JSB Healthcare,Health Tech,2007.0,Navi Mumbai,Jagjot Singh,India,,Maharashtra
JSW Ventures,,1982.0,Mumbai,,India,"Rs 12,585,290,000.0",Maharashtra
JUSTO,Real Estate Tech,2019.0,Mumbai,Rahul Pande,India,"Rs 581,000,000.0",Maharashtra
Jaagruk Bharat,Media & Entertainment,2024.0,New Delhi,"Abhishek Goel, Akshit Goel",India,,Delhi
Jaarvis Accelerator,,2014.0,Gurugram,,India,,Haryana
Jabong.com,Ecommerce,2011.0,Gurugram,"Arun Chandramohan, Manu Jain, Mukul Bafana, Praveen Sinha",India,"Rs 3,942,500,000.0",Haryana
Jackfruit365,Ecommerce,2013.0,Ernakulam,James Joseph,India,,Kerala
Jade Forest,Ecommerce,2019.0,Gurugram,"Punweet Singh, Shuchir Suri",India,"Rs 103,750,000.0",Haryana
Jadooz,Media & Entertainment,2017.0,Noida,"Kanika Singal, Rahul Nehra",India,,Uttar Pradesh
Jai Kisan,Fintech,2017.0,Mumbai,"Adriel Maniego, Arjun Ahluwalia",India,"Rs 7,362,100,000.0",Maharashtra
Jaipur Watch Company,Ecommerce,2013.0,Jaipur,Gaurav Mehta,India,,Rajasthan
Jalongi,Ecommerce,2018.0,Gurugram,Dippankar Halder,India,,Haryana
Jama Wealth Asset Management,Fintech,2016.0,Hyderabad,"Manoj Trivedi, Ram Kalyan Medury",India,,Telangana
Jana Small Finance Bank,Fintech,2018.0,Bengaluru,Ramesh Ramanathan,India,"Rs 49,110,270,000.0",Karnataka
Janaadhar,Real Estate Tech,2007.0,Bengaluru,Ramesh Ramanathan,India,"Rs 975,250,000.0",Karnataka
Janakalyan,Fintech,2016.0,Kolkata,"Alok Biswas, Mr. S.K. Mitra",India,,West Bengal
Janitri Innovation,Health Tech,2016.0,Bengaluru,Arun Agarwal,India,"Rs 91,300,000.0",Karnataka
Japam,Ecommerce,2022.0,Kiratpur,Ritoban Chakrabarti,India,,Uttar Pradesh
Jar App,Fintech,2021.0,Bengaluru,"Misbah Ashraf, Nishchay AG",India,"Rs 9,268,610,000.0",Karnataka
Jarsh Safety,Deeptech,2016.0,Hyderabad,"Kausthub Kaundinya, Sreekanth Kommula,Anand Kumar",India,,Telangana
Jarvis,Fintech,2016.0,Mumbai,"Sumit Chanda, Shailesh Mehta",India,,Maharashtra
Jasper,Travel Tech,2014.0,New Delhi,Sanjay Kumar Thakur,India,"Rs 4,150,000,000.0",Delhi
Jass Express,Media & Entertainment,2022.0,Muzaffarpur,,India,,Bihar
Javis,Enterprise Tech,2018.0,Mumbai,Parthasarathi Sinha,India,,Maharashtra
Jay Robotix,Edtech,2010.0,Hyderabad,Sudhir Reddy,India,,Telangana
Jazzmyride,,2010.0,New Delhi,"Amit Dhingra, Jai Anand, Sunil Dhingra",India,,Delhi
Jeevam Health,Health Tech,2020.0,New Delhi,"Kamran Alam, Piyush Vishwakarma",India,,Delhi
Jeevtronics,Health Tech,2013.0,Pune,Ashish Gawade,India,,Maharashtra
Jeh Aerospace,Deeptech,2022.0,Hyderabad,"Vishal R. Sanghavi, Venkatesh Mudragalla",India,"Rs 209,990,000.0",Telangana
Jellybean,Enterprise Tech,2022.0,Bengaluru,"Bhavesh Upadhyay,Ganesha Gampa,Naren Krishna Madhurakavi",India,,Karnataka
JetSetGo,Travel Tech,2013.0,New Delhi,"Kanika Tekriwal, Sudheer Perla",India,"Rs 166,000,000.0",Delhi
JetSynthesys,Media & Entertainment,2014.0,Pune,Rajan Navani,India,"Rs 3,488,490,000.0",Maharashtra
JewelMaze Private Limited,Ecommerce,2016.0,Mumbai,Ritesh Barbhaya,India,"Rs 332,000,000.0",Maharashtra
Jewelbox,Ecommerce,2022.0,Kolkata,"Nipun Kochar, Vidita Kochar Jain",India,,West Bengal
JhaJi Store,Ecommerce,2020.0,Darbhanga,"Aishwarya Chaturvedi, Kalpana Jha, Uma Jha",India,"Rs 130,310,000.0",Bihar
Jhakaas,Ecommerce,2016.0,Mumbai,"Ankita Chandaliya, Bharat Mandot, Jeetendra Sanjeeva",India,,Maharashtra
Jhana,Enterprise Tech,2022.0,Bengaluru,"Ben Hoffner-Brodsky, Em Mcglone, Hemanth Bharatha Chakravarthy",India,"Rs 132,800,000.0",Karnataka
JiGrahak Mobility Solutions,Ecommerce,2003.0,Bengaluru,Sourabh Jain,India,,Karnataka
Jidoka Technologies,AI,2018.0,Chennai,Sekar Udayamurthy,India,,Tamil Nadu
Jiffstore,Consumer Services,2013.0,Bengaluru,"Aswin Ramachandran, Sandeep Sreenath, Satish Basavaraj, Shameel Abdulla",India,,Karnataka
Jify,Fintech,2021.0,Mumbai,"Aditya Mehta,Anisha Dossa,Anusha Ramakrishnan",India,"Rs 830,000,000.0",Maharashtra
Jigsaw Academy,Edtech,2011.0,Bengaluru,"Gaurav Vohra, Sarita Digumarti",India,"Rs 249,000,000.0",Karnataka
Jimmy's Cocktails,Ecommerce,2019.0,Gurugram,"Ankur Bhatia, Nitin Bhardwaj",India,"Rs 710,480,000.0",Haryana
JioSaavn,Media & Entertainment,2007.0,Mumbai,"Rishi Malhotra,Anjali Jindal Naik,Anurag Gupta,Paramdeep Singh",India,"Rs 8,300,000,000.0",Maharashtra
Jiraaf,Fintech,2021.0,Bengaluru,"Saurav Ghosh,Vineet Agrawal",India,"Rs 1,337,960,000.0",Karnataka
Jivabhumi,Ecommerce,2016.0,Bengaluru,"Anil Nadig, Srivatsa Sreenivasarao",India,,Karnataka
Jivi AI,Health Tech,2023.0,Gurugram,"Ankur Jain, Gv Sanjay Reddy",India,,Haryana
Jiyo Natural,Foodtech,2014.0,Bengaluru,"Gaurav Bhalotia, Rajesh Singh, Sunandini Sharma",India,,Karnataka
Jiyyo,Health Tech,2017.0,Chandigarh,"Dr Meghna Bharadwaj, Jahid Ali, Siddharth Angrish",India,,Chandigarh
Jobizo,Enterprise Tech,2021.0,Gurugram,"Naveen Trehan,Avishek Agarwal",India,,Haryana
Jobskul,Enterprise Services,2022.0,Bhubaneswar,Sitansu Mishra,India,,Odisha
Jobspire,Consumer Services,2014.0,Bengaluru,"Kartik Luke Singh, Mohak Dhingra, Sandesh Kini, Varun Mayya",India,,Karnataka
Jodaro,Ecommerce,2022.0,Bengaluru,"Rajiv Patki,Sambuddha Adhikari",India,,Karnataka
Jodo,Fintech,2020.0,Bengaluru,"Atulya Bhat, Koustav Dey, Raghav Nagarajan",India,"Rs 1,561,230,000.0",Karnataka
Joe Hukum,Enterprise Tech,2015.0,Gurugram,"Ajeet Singh Kushwaha, Arihant Jain",India,,Haryana
Johari Shop,Ecommerce,2015.0,Bengaluru,"Ankit Banthia, Vivek Sinha",India,,Karnataka
Johnnette Technologies,Advanced Hardware & Technology,2014.0,Noida,John Livingstone,India,,Uttar Pradesh
Join Ventures,Ecommerce,2019.0,Mumbai,Tarun Joshi,India,"Rs 2,768,880,000.0",Maharashtra
Jolly Food Fellow,Media & Entertainment,2015.0,Ahmedabad,"Niraj Harlalka, Rajiv Sharma",India,,Gujarat
Jombay,Enterprise Tech,2010.0,Pune,"Mohit Gundecha, Suruchi Wagh",India,,Maharashtra
Joognu,Consumer Services,2011.0,Gurugram,"Anirvan Dam, Lovekesh Sharma, Pallavi Dam",India,,Haryana
Joolz,Ecommerce,2015.0,Mumbai,Arnaud Lorie,India,,Maharashtra
Josh talks,Media & Entertainment,2015.0,Gurugram,"Shobhit Banga, Supriya Paul",India,"Rs 414,170,000.0",Haryana
Jovian,Edtech,2019.0,Bengaluru,"Aakash N S, Siddhant Ujjain",India,"Rs 161,850,000.0",Karnataka
JoySpoon,Ecommerce,2023.0,Ahmedabad,"Vaishali Mehta, Yash Mehta",India,,Gujarat
Joybynature,Ecommerce,2013.0,New Delhi,"Shailesh Mehta,Rahul Amarendra Kumar",India,"Rs 83,000,000.0",Delhi
Jubi,AI,2014.0,Mumbai,Subhadeep Bhattacharyya,India,,Maharashtra
Juggernaut,Media & Entertainment,2015.0,New Delhi,"Chiki Sarkar, Durga Raghunath",India,"Rs 182,600,000.0",Delhi
Jugnoo,Travel Tech,2014.0,Panchkula,"Chinmay Agarwal, Samar Singla",India,"Rs 1,494,000,000.0",Haryana
Jugyah,Real Estate Tech,2023.0,Mumbai,"Ansuman Mohanty, Arshad Balwa",India,"Rs 124,500,000.0",Maharashtra
Juice Up,Ecommerce,2015.0,New Delhi,"Chandan Agarwal, Manu Bhasin, Riju Gupta",India,"Rs 166,000,000.0",Delhi
Juicy Chemistry,Ecommerce,2014.0,Coimbatore,"Megha Desai Asher, Pritesh Asher",India,"Rs 576,850,000.0",Tamil Nadu
Juleo,Media & Entertainment,2023.0,New Delhi,"Chiranjeev Ghai, Varun Sud",India,"Rs 207,500,000.0",Delhi
JumboBasket,Ecommerce,2015.0,Chandigarh,Ashish Bali,India,,Chandigarh
Jumboking,Consumer Services,2001.0,Mumbai,Dheeraj Gupta,India,,Maharashtra
Jumbotail,Ecommerce,2015.0,Bengaluru,"Ashish Jhina, Karthik Venkateswaran",India,"Rs 13,924,080,000.0",Karnataka
Jumpstart,Enterprise Tech,2022.0,Mumbai,"Qamar Siddiquie, Raghav Soni",India,,Maharashtra
Junio,Fintech,2020.0,New Delhi,"Ankit Gera, Shankar Nath",India,"Rs 888,100,000.0",Delhi
Juniper Green Energy,Clean Tech,2018.0,Gurugram,Naresh Mansukhani,India,"Rs 29,050,000,000.0",Haryana
Juno Clinic,Health Tech,2016.0,Mumbai,"Anuraag Srivastava, Arun Kumar, Davesh Manocha, Vishal Sawant",India,"Rs 99,600,000.0",Maharashtra
Juno Learning,Edtech,2021.0,Gurugram,"Nikhil Agarwal ,Chris Abkarians",India,"Rs 124,500,000.0",Haryana
Juno’s Pizza,Foodtech,2013.0,Mumbai,Aditya Shah,India,,Maharashtra
Jupiter,Fintech,2019.0,Mumbai,"Jitendra Gupta,Vishnu Jerome",India,"Rs 14,232,840,000.0",Maharashtra
Jupitice,Enterprise Tech,2019.0,Chandigarh,"Raman Aggarwal,Shrey Aggarwal,Anju Aggarwal",India,"Rs 332,000,000.0",Chandigarh
Juspay,Fintech,2012.0,Bengaluru,"Ramanathan RV, Vimal Kumar",India,"Rs 7,255,860,000.0",Karnataka
Just Buy Live,Ecommerce,2015.0,Mumbai,"Bharat Balachandran, Sahil Sani",India,"Rs 9,960,000,000.0",Maharashtra
Just Deliveries(JD),Logistics,2017.0,Mumbai,Mansi Mahansaria,India,,Maharashtra
Just Dial,Consumer Services,1996.0,Mumbai,"Ramani Iyer, V.S.S. Mani",India,"Rs 9,417,180,000.0",Maharashtra
Just Dogs,Ecommerce,2011.0,Ahmedabad,"Ashish Anthony,Poorvi Anthony",India,"Rs 581,000,000.0",Gujarat
Just Herbs,Ecommerce,2002.0,Mohali,Arush Chopra,India,"Rs 124,500,000.0",Punjab
Just dakhila,Edtech,2015.0,New Delhi,"Ankur Gupta, VK Jain",India,,Delhi
JustDoc,Health Tech,2015.0,Bengaluru,"Abhishek Kumar, Abhishek Kumar, Jugal Anchalia, Renan Oliveira, Vikash Singh",India,,Karnataka
JustFence,Ecommerce,2016.0,Bengaluru,Chandrajit Banthia,India,,Karnataka
JustLikeNew,Ecommerce,2014.0,Hyderabad,"Ajit Panigrahi, Rahul Agarwal",India,,Telangana
JustMyRoots,Foodtech,2017.0,Gurugram,"Samiran Sengupta,Promita Sengupta,Rajan Sachdeva",India,,Haryana
Justorganik,Ecommerce,2013.0,Rudrapur,"Pankaj Agarwal, Richa Agarwal",India,,Uttarakhand
K-12 Techno Services,Edtech,2012.0,Bengaluru,"Venkata Narayana,MSC Srikanth",India,"Rs 6,804,340,000.0",Karnataka
K2 Learning,Edtech,2010.0,Bengaluru,Sripal Jain,India,"Rs 107,900,000.0",Karnataka
KAARYAH,Ecommerce,2012.0,Gurugram,Nidhi Agarwal Kashyap,India,,Haryana
KACS,Logistics,2013.0,Palwal,Kartik Jalaan,India,,Haryana
KCT Renewable Energy,Clean Tech,2014.0,Kolkata,Karam Chand Thapar,India,,West Bengal
KGS Microsystems,Enterprise Tech,2007.0,Mumbai,Kishor Gulgule,India,,Maharashtra
KIOT Communications,Advanced Hardware & Technology,2016.0,Hyderabad,"Arihant Daga, Kishore Karnati, Sandeep Karnati, Vijay Krishna Cholleti",India,,Telangana
KITES Senior Care,Health Tech,2016.0,Bengaluru,"Govindarajan Rajagopal,Reema Nadig",India,"Rs 807,590,000.0",Karnataka
KIWInow,Enterprise Tech,2020.0,Gurugram,"Imran Ladiwala, Mishu Ahluwalia",India,"Rs 1,597,750,000.0",Haryana
KNAB Finance,Fintech,2015.0,Bengaluru,"Mandeep Chaudhary, Thomas Varghese, Vineet Gupta",India,"Rs 405,040,000.0",Karnataka
KNYA Med,Ecommerce,2021.0,Mumbai,"Abhijeet Kaji, Vanshika Choudhary Kaji",India,,Maharashtra
KOGO,Enterprise Tech,2018.0,Bengaluru,"Praveer Kochhar, Raj K Gopalakrishnan",India,"Rs 222,440,000.0",Karnataka
KOOH Sports,Edtech,2010.0,Mumbai,"Prabhu Srinivasan, Susir Kumar",India,"Rs 348,600,000.0",Maharashtra
KOOK,Ecommerce,2020.0,Gurugram,"Arpitta Jerath, Nikhil Thatai",India,,Haryana
KOSHA,Enterprise Tech,2021.0,Bengaluru,"Vijaya Krishnappa, Ramki Kodipady, Vishal Chaudhry",India,,Karnataka
Kaagaz Scanner,Enterprise Tech,2020.0,Gurugram,"Gaurav Shrishrimal, Snehanshu Gandhi, Tamanjit Bindra",India,,Haryana
Kaarva,Fintech,2018.0,Bengaluru,"Agam Goyal, Khushboo Maheshwari",India,,Karnataka
Kaarwan,Edtech,2020.0,Mumbai,"Ashutosh Jha, Gourav Goyal",India,,Maharashtra
Kaatil,Ecommerce,2021.0,Mumbai,Sagar Merchant,India,,Maharashtra
KabaddiAdda,Media & Entertainment,2019.0,Bengaluru,"Arvind Sivdas, Vikas Gautam",India,,Karnataka
KabadiExpress,Clean Tech,2014.0,New Delhi,"Kapil Bajaj, Sandeep Sethi",India,,Delhi
Kabira Mobility,Clean Tech,2019.0,Verna,"Akash Siwach, Jaibir Siwach",India,"Rs 4,150,000,000.0",Goa
Kafqa Academy,Edtech,2021.0,Bengaluru,Shariq Plasticwala,India,"Rs 107,900,000.0",Karnataka
Kahaniya,Media & Entertainment,2016.0,Hyderabad,"Devendar Gona, Jeswanth Padooru, Pallav Bajjuri",India,,Telangana
Kaia,Consumer Services,2019.0,Mumbai,Ajay Anand,India,,Maharashtra
KalaGato,Enterprise Tech,2017.0,New Delhi,"Aman Kumar, Himanshu Dakar",India,"Rs 332,000,000.0",Delhi
Kalaage,Media & Entertainment,2014.0,Gurugram,"Himanshu Agarwal, Raghav Sharma, Ravi Piplani",India,,Haryana
Kalamandir,Ecommerce,2005.0,Hyderabad,Prasad Chalavadi,India,"Rs 406,700,000.0",Telangana
Kale Logistics Solutions,Logistics,2010.0,Thane,"Amar More, Vipul Jain, Vipul Jain",India,"Rs 3,042,780,000.0",Maharashtra
Kaleidofin,Fintech,2017.0,Chennai,"Puneet Gupta, Sucharita Mukherjee",India,"Rs 3,874,440,000.0",Tamil Nadu
Kaleyra,Enterprise Tech,1999.0,Bengaluru,"Aniketh Jain, Ashish Agarwal",India,,Karnataka
Kalpnik Technologies,Media & Entertainment,2016.0,Bengaluru,"Apul Nahata, Ashwani Garg, John Kuruvilla",India,"Rs 83,000,000.0",Karnataka
Kalvi,Edtech,2021.0,Bengaluru,Rajesh Kumar,India,"Rs 141,100,000.0",Karnataka
Kalvium,Edtech,2021.0,Bengaluru,"Rajesh Kumar, Rajesh Kumar, Venkataraghulan V",India,,Karnataka
Kalyani Powertrain Ltd,Clean Tech,2020.0,Pune,Mr. Baba Neelkanth Kalyani,India,,Maharashtra
Kamatan Farm Tech,Agritech,2018.0,New Delhi,"Amol Patil, Pravesh Sharma, Raghunandan B, Rohan Patnaik",India,"Rs 1,082,320,000.0",Delhi
Kambala Solutions,Fintech,2017.0,Mangalore,Somnath Jogi,India,,Karnataka
Kanakkupillai,Enterprise Services,2007.0,Chennai,Murugan Govindaraj,India,,Tamil Nadu
Kandee Factory,Ecommerce,2013.0,Chennai,"Mahesh Dharam,Mahesh Dharam",India,,Tamil Nadu
Kandola,Web3,2021.0,Bengaluru,"Krithika Radhakrishnan, Siddharth Banerjee, Sriram Padmanabhan",India,,Karnataka
Kapiva,Ecommerce,2016.0,Bengaluru,"Ameve Sharma, Shrey Badhani",India,"Rs 4,274,500,000.0",Karnataka
Kapsica Media,Enterprise Tech,2011.0,Hyderabad,"Abhijit Gogoi, Shrikanth K",India,,Telangana
Kapture CX,Enterprise Tech,2014.0,Bengaluru,"Sheshgiri Kamath,Vikas Garg,Pearl Tewari",India,"Rs 664,000,000.0",Karnataka
Karabi Software,Enterprise Services,2012.0,Bengaluru,Abhijeet Gupta,India,,Karnataka
Karadi Path,Edtech,2010.0,Chennai,Cp Viswanath,India,"Rs 439,900,000.0",Tamil Nadu
Karban Envirotech,Ecommerce,2022.0,Jaipur,"Karan Bansal, Tanya Goyal",India,"Rs 88,810,000.0",Rajasthan
Karbon Card,Fintech,2019.0,Bengaluru,"Amit Jangir, Bo Li, Kartik Jain, Pei-fu Hsieh, Sunil Kumar",India,"Rs 3,179,730,000.0",Karnataka
KareXpert Technologies Pvt. Ltd.,Enterprise Tech,2018.0,Gurugram,Nidhi Jain,India,,Haryana
Karkhana.io,Deeptech,2018.0,Mumbai,Sonam Motwani,India,"Rs 647,400,000.0",Maharashtra
Karkinos,Health Tech,2020.0,Mumbai,"Manish Thakkar, Raja Sekhar Kommu, Ramachandran Venkataramanan",India,,Maharashtra
KarmYog Media,,2008.0,Kolkata,"Ram Badrinathan, Sourabh J. Sarkar",India,,West Bengal
Karma Healthcare,Health Tech,2014.0,Udaipur,Jagdeep Gambhir,India,"Rs 150,230,000.0",Rajasthan
Karma Recycling,Clean Tech,2013.0,New Delhi,"Akshat Ghiya,Aamir Jariwala",India,,Delhi
KarmaLifeAI,Fintech,2020.0,Bengaluru,"Naveen Budda, Rohit Rathi",India,"Rs 634,120,000.0",Karnataka
Karnival,Enterprise Tech,2019.0,Bengaluru,"Himanshu Mishra, Prasenjeet Shahi, Siddharth Mishra",India,,Karnataka
Karomi,Enterprise Tech,1999.0,Chennai,Vilva Natarajan,India,"Rs 209,160,000.0",Tamil Nadu
Kart4U,Consumer Services,2022.0,Sohna,"Bharti Sahu, Divyat Brijwani",India,,Haryana
Karya,Enterprise Tech,2022.0,Bengaluru,"Manu Chopra, Safiya Husain, Vivek Seshadri",India,"Rs 83,000,000.0",Karnataka
KashmirBox,Ecommerce,2011.0,Srinagar,"Muheet Mehraj,Ishfaq Mir",India,,Jammu and Kashmir
Kasplo Internet Private Limited,Enterprise Tech,2015.0,Bengaluru,Sujith S,India,,Karnataka
KathaVersse Media Network,Media & Entertainment,2022.0,Mumbai,"Aakash Kumar, Kshitiz Sudhakar",India,,Maharashtra
Kawa Space,Advanced Hardware & Technology,2019.0,Mumbai,"Bala Menon, Kris Nair",India,,Maharashtra
Kazam,Enterprise Tech,2020.0,Bengaluru,"Akshay Shekhar, Vaibhav Tyagi",India,"Rs 1,040,820,000.0",Karnataka
KePSLA,Enterprise Tech,2016.0,Bengaluru,"Deepak Mavinkurve, Kishore Pallamreddy",India,,Karnataka
Keepsake Engineering Consultancy,Enterprise Tech,1993.0,Ahmedabad,Manan Bateriwala,India,,Gujarat
Keeros,Ecommerce,2017.0,Lucknow,"Sachin Sahni, Simran Sahni",India,,Uttar Pradesh
Keito,Enterprise Tech,2016.0,Pune,Amal P S,India,,Maharashtra
Keka HR,Enterprise Tech,2015.0,Hyderabad,Vijay Yalamanchili,India,"Rs 4,863,800,000.0",Telangana
Ken42,Enterprise Tech,2019.0,Bengaluru,"Ganesh K Raju,Akshika Harikrishnan,Vamsi Krishna Paradarami,Ganesh K Raju,Akshika Harikrishnan,Vamsi Krishna Paradarami",India,"Rs 116,200,000.0",Karnataka
Kenko Health,Fintech,2019.0,Mumbai,"Aniruddha Sen, Dhiraj Goel",India,"Rs 1,248,320,000.0",Maharashtra
Kenyt Technologies Pvt Ltd,Enterprise Tech,2017.0,Hyderabad,"Kanwaljeet Singla, Peeyush Kulshrestha",India,,Telangana
Ketchupp,Consumer Services,2015.0,New Delhi,"Abdul Khalid, Chirag Taneja, Narender Kumar",India,,Delhi
Ketofy,Ecommerce,2018.0,Gurugram,"Aanan Khurma, Aditya Seth, Ripunjay Chachan",India,,Haryana
Ketto,Fintech,2012.0,Mumbai,"Kunal Kapoor, Varun Sheth, Zaheer Adenwala",India,,Maharashtra
Keus,Real Estate Tech,2017.0,Hyderabad,"Brijesh Chandwani, Ashwik Reddy, Dhruv Bansal, Manish Kumar",India,"Rs 999,320,000.0",Telangana
Keydemand,Real Estate Tech,2022.0,Mumbai,,India,,Maharashtra
Khabri,Media & Entertainment,2017.0,Gurugram,"Aankit Roy, Pulkit Sharma, Sandeep Singh",India,"Rs 186,750,000.0",Haryana
Khadi Essentials,Ecommerce,2018.0,Gurugram,"Param Bhargava, Shreedha Singh",India,,Haryana
KhanaGadi,Foodtech,2015.0,Jaipur,"Amit Deep Kumar, Rakesh Gupta, Sunil Kumar Awasthi",India,,Rajasthan
Khanal Foods,Ecommerce,2015.0,Bengaluru,"Bhupendra Khanal, Sneh Sharma",India,,Karnataka
Khatabook,Fintech,2018.0,Bengaluru,"Ashish Sonone, Dhanesh Kumar, Jaideep Poonia, Ravish Naresh, Vaibhav Kalpe",India,"Rs 15,479,500,000.0",Karnataka
Khel Now,Media & Entertainment,2015.0,New Delhi,"Ashish Negi, Dhruv Ratra",India,,Delhi
Khelgully,Media & Entertainment,2021.0,Bengaluru,"Dheeraj Kumar Gaur, Prakul Bansal, Rajat Goyal",India,,Karnataka
KheloMore,Edtech,2016.0,Mumbai,"Jatin Paranjape,Jatin Paranjape",India,"Rs 166,000,000.0",Maharashtra
Khethworks,Clean Tech,2015.0,Pune,Kevin Simon,India,,Maharashtra
Khetigaadi,Ecommerce,2016.0,Pune,"Pravin Shinde, Vishnu Dhas",India,,Maharashtra
Kheyti,Agritech,2015.0,Hyderabad,"Ayush Sharma, Kaushik K, Sathya Raghu Mokkapati, Saumya Sahay",India,"Rs 105,410,000.0",Telangana
Khidki,Media & Entertainment,2017.0,Bengaluru,Kapil Agrawal,India,,Karnataka
Khiladi Adda,Media & Entertainment,2019.0,Noida,"Kushagra Tyagi, Satyam Rastogi, Shashi Bhushan Verma, Siddharth Srivastava",India,,Uttar Pradesh
Khoya,Ecommerce,2016.0,New Delhi,Sid Mathur,India,,Delhi
Khyaal,Health Tech,2020.0,Mumbai,"Hemanshu Jain, Pritish Nelleri",India,"Rs 796,800,000.0",Maharashtra
KiVi,Agritech,2021.0,Chennai,"Joby CO,Salil Nair,Padmakumar K,Rajendra Kumar,Manoj Ramaswamy",India,"Rs 149,400,000.0",Tamil Nadu
Kickstart Jobs,Consumer Services,2015.0,Gurugram,"Abhishek Srivastava, Samriddhi Malhotra",India,,Haryana
Kidbea,Ecommerce,2021.0,Noida,"Aman Kumar Mahto, Mohammad Hussain, Swapnil Srivastava",India,"Rs 87,980,000.0",Uttar Pradesh
Kidovators,Edtech,2011.0,Bengaluru,Priyadeep Sinha,India,,Karnataka
Kids Stop Press,Media & Entertainment,2011.0,Mumbai,Mansi Zaveri,India,,Maharashtra
KidzByte,Edtech,2018.0,Mumbai,"Chetan D'Souza, Swagat Salunke",India,,Maharashtra
KijiFoods,Ecommerce,2015.0,Bengaluru,"Divesh Bhadani, Vaibhav Sinha",India,,Karnataka
Kikibix,Ecommerce,2022.0,Gurugram,Kaur Ridhi,India,,Haryana
Kiko Live,Enterprise Tech,2020.0,Mumbai,"Alok Chawla, Neeta Rijwani Chawla, Virendra Kumar",India,"Rs 83,000,000.0",Maharashtra
KiksAR,Enterprise Services,2018.0,Bengaluru,"Kavita Jha, Kiran Lakkapragada",India,,Karnataka
Kikstart Careers,Enterprise Services,2022.0,Bhubaneswar,Vinod Philips,India,,Odisha
Kimbal Technologies,Enterprise Tech,2011.0,New Delhi,Ayush Sinhal,India,"Rs 415,000,000.0",Delhi
Kinara Capital,Fintech,2011.0,Bengaluru,Hardika Shah,India,"Rs 14,399,670,000.0",Karnataka
Kindly Health,Ecommerce,2020.0,Bengaluru,"Nilay Mehrotra,Raj Garg",India,"Rs 290,500,000.0",Karnataka
Kindly His,Health Tech,2020.0,Bengaluru,Nilay Mehrotra,India,"Rs 290,500,000.0",Karnataka
Kinetic Green,Clean Tech,2015.0,Pune,Sulajja Firodia Motwani,India,"Rs 2,075,000,000.0",Maharashtra
Kinsane Entertainment,Media & Entertainment,2017.0,Mumbai,"Ashok Kunder, Kurt Inderbitzin, Neeraj Bhargava",India,"Rs 207,500,000.0",Maharashtra
Kint.io,AI,2014.0,Bengaluru,"Jagannathan Veeraraghavan, Pavithra Solai Jawahar",India,,Karnataka
Kirana King,Ecommerce,2017.0,Jaipur,"Anup K Kumar, Balwant Singh Rana, Deepak Dusad, Madan Kumar Gandam",India,,Rajasthan
Kirana247,Enterprise Tech,2018.0,New Delhi,"Pankhuri Jiwarajka, Tarun Jiwarajka",India,"Rs 83,000,000.0",Delhi
KiranaPro,Consumer Services,2024.0,Bengaluru,Deepak Ravindran,India,,Karnataka
Kiranakart,Consumer Services,2020.0,Mumbai,"Aadit Palicha, Kaivalya V.",India,,Maharashtra
