name,sector,founded,headquarters,founders,country,amount_raised_inr,state
3CIT Solution,Enterprise Services,2015.0,Pune,Ranjit Kulladhaja Mayengbam,India,,Maharashtra
3Dexter,Edtech,2015.0,New Delhi,"Naman Singhal, Nikunj Singhal, Parth Batra, Raunak Singhi, Shantanu Kwatra, Smarth Vasdev, Tushar Goyal",India,,Delhi
3EV Industries,Clean Tech,2019.0,Bengaluru,Peter Hartmut Voelkner,India,"Rs 1,458,310,000.0",Karnataka
3H Healthcare,Health Tech,2016.0,New Delhi,"Gurdeep Singh Ratra, Ravinder Pal Malhotra, Ruchi Gupta",India,"Rs 91,300,000.0",Delhi
3SC,Logistics,2012.0,Gurugram,"Lalit Das, Sarita Das",India,"Rs 1,552,930,000.0",Haryana
3rdFlix,Enterprise Tech,2018.0,Hyderabad,"Charu Noheria, Subbarao Siddabattula",India,"Rs 830,000,000.0",Telangana
48East,Ecommerce,2016.0,Bengaluru,"Joseph Cherian, Nabhojit Ghosh",India,,Karnataka
4R Recycling,Clean Tech,2012.0,Bengaluru,"Ram Ramanathan, Dileep Kumar S",India,,Karnataka
4amShop,Consumer Services,2014.0,Hyderabad,SHOBANBABU B,India,,Telangana
4baseCare,Health Tech,2018.0,Bengaluru,"Hitesh Goswami,Kshitij Rishi",India,"Rs 664,000,000.0",Karnataka
4tigo,Logistics,2015.0,Bengaluru,"Vivek Malhotra,Anjani Mandal",India,"Rs 996,000,000.0",Karnataka
5 nce,Fintech,2010.0,Mumbai,"Ajay Arjit Singh, Dinesh Rohira, Smruti Kanta Mohanty, Vivek Ghokhale",India,,Maharashtra
50Fin,Fintech,2022.0,Bengaluru,Aditya Srinivas Prasad,India,"Rs 88,810,000.0",Karnataka
5C Network,Enterprise Tech,2016.0,Bengaluru,"Kalyan Sivasailam, Syed S Ahmed, Vishnu Madhu",India,"Rs 734,550,000.0",Karnataka
5Paisa,Fintech,2016.0,Mumbai,Prakarsh Gagdani,India,,Maharashtra
5th Vital,Health Tech,2017.0,Bengaluru,"Harjot Sidhu, Pratap Chandra",India,,Karnataka
60Plus India,Health Tech,2021.0,Chennai,Arasi Arul,India,,Tamil Nadu
6Degree,Enterprise Tech,2015.0,Bengaluru,"Amit Bhardwaj, Nikhil Hegde",India,"Rs 161,020,000.0",Karnataka
75inabox,Ecommerce,2015.0,Bengaluru,"Chetan Pal, Dinakar Raju, Jayesh Sada, Veeraraghavan Vasudevan",India,,Karnataka
7Classes,Edtech,2019.0,Mumbai,"Anup Raaj, Arun Kumar Gupta, Arvind Patel, Ranjan Kumar",India,,Maharashtra
7InkBrews,Alcoholic Beverages,2020.0,Mumbai,"Adil Mistry, Kunal Patel, Mohit Bhagchandani",India,,Maharashtra
7Med India,Health Tech,2013.0,Gurugram,"Vikas Verma, Rakesh Thakur, Mayank Sharma",India,,Haryana
82Volt,Clean Tech,2022.0,Bengaluru,Balram Nair,India,,Karnataka
82°E,Ecommerce,2021.0,Mumbai,"Jigar K Shah,Deepika Padukone",India,"Rs 622,500,000.0",Maharashtra
88academics,Edtech,2020.0,New Delhi,"Anil Ahuja,Vinod Gupta",India,"Rs 249,000,000.0",Delhi
8club,Media & Entertainment,2023.0,Bengaluru,"Kunal Yadav, Madhur Rao, Kaushal Chanani",India,,Karnataka
90+ My Tuition App,Edtech,2015.0,Bengaluru,"Vingish Vijay,Smijay Cheruparambil Gokuldasan",India,"Rs 415,000,000.0",Karnataka
91Mobiles,Ecommerce,2012.0,Gurugram,"Bharanidharan Viswanathan, Nitin Mathur",India,"Rs 83,000,000.0",Haryana
91Springboard,Real Estate Tech,2012.0,Mumbai,"Anand Vemuri, Deepak Sharma, Pranay Gupta, Pushpendra Thakur, Varun Chawla",India,"Rs 1,340,449,999.0",Maharashtra
91Squarefeet,Real Estate Tech,2019.0,Gurugram,"Amit Bansal, Amit Mishra, Puneet Bansal",India,"Rs 996,000,000.0",Haryana
99 Pancakes,Foodtech,2017.0,Mumbai,Vikesh Shah,India,"Rs 197,540,000.0",Maharashtra
99Games,Media & Entertainment,2008.0,Udupi,Rohith Bhat,India,"Rs 415,000,000.0",Karnataka
99PerHour,Consumer Services,2015.0,Hyderabad,"Shanker K, Vidhyaa Kaipa",India,,Telangana
99Tests,Enterprise Tech,2011.0,Bengaluru,"Naveen Kumar, Praveen Singh",India,,Karnataka
9Unicorns Accelerator Fund,,2020.0,Mumbai,,India,,Maharashtra
9stacks,Media & Entertainment,2017.0,New Delhi,"Pratik Kumar, Rishab Mathur, Sudhir Kamath",India,"Rs 446,540,000.0",Delhi
A Toddler Thing,Ecommerce,2017.0,Coimbatore,"Swathi Sri, Ashwanth Suresh Babu",India,,Tamil Nadu
A47.in,Ecommerce,2015.0,Mumbai,Bhavik Vora,India,,Maharashtra
ABF&I Enterprises,Enterprise Services,2022.0,Dibrugarh,,India,,Assam
ABI Health,Enterprise Tech,2013.0,Bengaluru,"AJIT VEERAPPAN, BALAJI SUNDARARAJAN",India,"Rs 954,500,000.0",Karnataka
ABL Workspaces,Real Estate Tech,2017.0,New Delhi,"Ankur Gupta,Akshita Gupta",India,"Rs 166,000,000.0",Delhi
ACME Solar,Clean Tech,2003.0,Gurugram,Manoj Upadhyay,India,"Rs 56,132,900,000.0",Haryana
ACT Fibernet,Enterprise Tech,2008.0,Bengaluru,Sunder Raju,India,"Rs 41,500,000,000.0",Karnataka
ACadru,Edtech,2016.0,Gurugram,"Abhishek Singhal, Kamini Vidisha",India,,Haryana
AEON Learning,Edtech,2013.0,Bengaluru,"Karthik K S, Vikalp Jain",India,"Rs 265,600,000.0",Karnataka
AFK Gaming,Media & Entertainment,2012.0,Mumbai,"Nishant Patel, Rakesh Ramchandran,Siddharth Nayyar",India,,Maharashtra
AGATSA,Health Tech,2010.0,Noida,"Neha Agarwal, Sandeep Srivastava",India,"Rs 563,570,000.0",Uttar Pradesh
AGMOVE Robotics,Agritech,2023.0,Bengaluru,,India,,Karnataka
AGNIT Semiconductors,Deeptech,2019.0,Bengaluru,"Digbijoy Nath, Hareesh Chandrasekar, Madhusudan Atre, Mayank Shrivastava, Muralidharan Rangarajan, Shankar Kumar Selvaraja, Srinivasan Raghavan",India,"Rs 290,500,000.0",Karnataka
AHA Taxis,Travel Tech,2015.0,Noida,"Amit Grover, Arayan Kummar Sharma, Kunal Krishna, Praveen Samariya, Shivam Mishra",India,,Uttar Pradesh
AHAsolar Technologies,Enterprise Tech,2017.0,Ahmedabad,"Piyush Bhatt, Pulkit Dhingra, Shatrughan Yadav, Vipin Sharma",India,,Gujarat
AISTECHX International,Edtech,2022.0,Pune,"Akash Mahapatra, Jagatananda Mohapatra",India,,Maharashtra
ALCIS Sports,Ecommerce,2015.0,Noida,"Ravish Nanda, Roshan Baid",India,,Uttar Pradesh
ALQUA,Ecommerce,2022.0,Bengaluru,,India,,Karnataka
ALT CARBON,Clean Tech,2023.0,Bengaluru,"Shrey Agarwal,Sparsh Agarwal",India,,Karnataka
ALYF,Real Estate Tech,2021.0,Mumbai,"Saurabh Vohara,Karan Chandiok",India,"Rs 124,500,000.0",Maharashtra
AM Needs,Consumer Services,2019.0,Thiruvananthapuram,"Ranjith Balan,Sujith Sudhakaran",India,,Kerala
AMPM,Consumer Services,2018.0,Gurugram,Naveen Ghalyan,India,,Haryana
ANS Commerce,Enterprise Tech,2017.0,Gurugram,"Amit Monga, Nakul Singh, Sushant Puri, Vibhor Sahare",India,"Rs 185,090,000.0",Haryana
ANSCER,Advanced Hardware & Technology,2020.0,Bengaluru,"Ebin Sunny, Raghu Venkatesh, Ribin Mathew",India,,Karnataka
APAC Financial Services,Fintech,2017.0,Parel,"Gunit Chadha,Randhir Singh",India,"Rs 2,905,000,000.0",Maharashtra
API Swan,Enterprise Tech,2023.0,Mumbai,,India,,Maharashtra
APRUS Bio-Medical Innovations,Health Tech,2016.0,Bengaluru,Anand Iyer,India,,Karnataka
ARM Worldwide,Enterprise Services,2013.0,New Delhi,"Abhishek Punia, Honey Singh, Manas Gulati, Ritesh Singh",India,,Delhi
ARTH,Fintech,2018.0,Gurugram,Shweta Aprameya,India,"Rs 207,500,000.0",Haryana
ARYA,Clean Tech,2022.0,Bengaluru,Mohit Gupta,India,"Rs 986,040,000.0",Karnataka
ASADELTECH,Enterprise Tech,2015.0,New Delhi,Partha Sarthi Guha Patra,India,,Delhi
ASK Pravi,,2011.0,,,India,,
ASPIC Innovations,Health Tech,2021.0,Kolkata,"Indrajit Chatterjee, Pradip Bhowmick",India,,West Bengal
ASQI Advisors,Enterprise Tech,2019.0,Mumbai,Swapnil Pawar,India,"Rs 83,000,000.0",Maharashtra
ATAI,Enterprise Tech,2018.0,Hyderabad,Gangadhar Gude,India,,Telangana
AU Small Finance Bank,Fintech,2017.0,Jaipur,Sanjay Agarwal,India,"Rs 45,006,750,000.0",Rajasthan
AVG Logistics,Logistics,2010.0,New Delhi,Sanjay Gupta,India,"Rs 120,350,000.0",Delhi
AVIN Systems,Enterprise Services,2014.0,Bengaluru,,India,,Karnataka
AZAD Engineering,Deeptech,1983.0,Hyderabad,Rakesh Chopdar,India,"Rs 1,660,000,000.0",Telangana
Aadar,Ecommerce,2018.0,Mumbai,"Aadil Shah, Pratul Mangal",India,,Maharashtra
Aadhar Housing Finance,Fintech,2010.0,Mumbai,Kapil Wadhawan,India,"Rs 6,225,000,000.0",Maharashtra
Aadvik Foods,Ecommerce,2015.0,New Delhi,"Hitesh Rathi,Shrey Kumar",India,,Delhi
Aadyah Aerospace,Advanced Hardware & Technology,2016.0,Bengaluru,Shaju Stephen,India,"Rs 249,000,000.0",Karnataka
Aagaar,Consumer Services,2014.0,Gurugram,Deepak Saharawat,India,,Haryana
Aagey,Fintech,2016.0,Bengaluru,"Akaash Shankar, Deepak Mishra, Ramkumar Thirumurthi",India,,Karnataka
Aahaa stores,Ecommerce,2013.0,Chennai,Asokan Sattanathan,India,"Rs 351,920,000.0",Tamil Nadu
Aakar Innovations,Ecommerce,2011.0,Navi Mumbai,"Jaydeep Mandal, Sombodhi Ghosh",India,,Maharashtra
Aakash Educational Services,Edtech,1988.0,New Delhi,"Aakash Chaudhry, J. C. Chaudhry",India,"Rs 40,726,440,000.0",Delhi
Aalgro Foods Pvt. Ltd,Ecommerce,2013.0,Bengaluru,Sahil Goyal,India,,Karnataka
Aantriksh,Deeptech,2017.0,Bengaluru,Ankit Kumar,India,,Karnataka
Aapkapainter,Consumer Services,2012.0,Bengaluru,Anupam Singh,India,,Karnataka
Aaritya Technologies,Fintech,2023.0,Bengaluru,Dale Vaz,India,,Karnataka
AarogyaAI,Enterprise Tech,2019.0,Bengaluru,"Avlokita Tiwari, Praapti Jayaswal",India,,Karnataka
Aasaanjobs,Consumer Services,2014.0,Mumbai,"Dinesh Goel, Gaurav Toshniwal, Kunal Jadhav",India,"Rs 539,500,000.0",Maharashtra
Aastey,Ecommerce,2021.0,Mumbai,"Jeevika Tyagi, Kanupriya Mundhra",India,"Rs 111,220,000.0",Maharashtra
Aavas Financiers,Fintech,2011.0,Jaipur,Sushil Kumar Agarwal,India,"Rs 6,518,820,000.0",Rajasthan
Aayu by MedCords,Health Tech,2017.0,Kota,"Nikhil Baheti, Saida Dhanavath, Shreyans Mehta",India,"Rs 349,430,000.0",Rajasthan
AayushBharat,Health Tech,2020.0,Kota,"Vaibhav Jain,Vishal Bhatnagar",India,,Rajasthan
Abcence,Enterprise Services,2022.0,Kolkata,Md Anan Islam,India,,West Bengal
AbeRuk,Ecommerce,2015.0,Bengaluru,"Sidharth Kumar, Sidharth Shankar",India,,Karnataka
AbhiBus,Travel Tech,2007.0,Hyderabad,Sudhakar Reddy,India,,Telangana
Abhiloans,Fintech,2015.0,New Delhi,"Deepit Singh, Mandeep Chaudhary",India,,Delhi
Abhinay Maths,Edtech,2018.0,New Delhi,Abhinay Sharma,India,,Delhi
Abhiyantrik Solutions,Real Estate Tech,2022.0,Hubballi,Akshaykumar Sunagar,India,,Karnataka
Able Jobs,Enterprise Tech,2019.0,Bengaluru,"Ravish Agrawal, Siddharth Srivastav, Swatantra Kumar",India,"Rs 190,900,000.0",Karnataka
AbleCredit,Fintech,2023.0,Bengaluru,"Utkarsh Apoorva, Anubhab Bandyopadhyay, Ashwini Prabhu, Harshad Saykhedkar",India,"Rs 99,600,000.0",Karnataka
Abroad Shiksha,Edtech,2015.0,Gurugram,"Avinash Mittal, Jyoti Kanav Sachdeva, Jyoti Sharma, Kanav Sachdeva",India,,Haryana
Absentia,Advanced Hardware & Technology,2015.0,Thane,"Harikrishna Valiyath, Shubham A Mishra, Vrushali Prasade",India,"Rs 119,520,000.0",Maharashtra
Absolute,Agritech,2015.0,New Delhi,Agam Khare,India,"Rs 8,487,580,000.0",Delhi
Absolute Brands,Ecommerce,2023.0,Bengaluru,Vishnu Prasad,India,"Rs 209,160,000.0",Karnataka
Absorbia,Ecommerce,2009.0,Kolkata,Prabhav Sharda,India,,West Bengal
Abyom,Deeptech,2020.0,Hyderabad,"Jainul Abedin, Pranchal Gupta",India,"Rs 207,500,000.0",Telangana
AcadAlly,Enterprise Tech,2022.0,New Delhi,"Ridhi Agarwal, Yash Prakash",India,,Delhi
Acadview,Edtech,2015.0,New Delhi,Himanshu Batra,India,,Delhi
Accacia,Enterprise Tech,2022.0,Gurugram,"Annu Talreja, Jagmohan Gaarg, Piyush Chitkara, Sumeet Popli",India,"Rs 747,000,000.0",Haryana
AccelerateBS,Enterprise Services,2012.0,Mumbai,Keyur Shah,India,,Maharashtra
Acceleron Labs,Enterprise Services,2014.0,Bengaluru,Prasad L.K.,India,,Karnataka
Accelo,Clean Tech,2017.0,Mumbai,"Aditya Unde, Arbaz Reza, Vrunda Nimje",India,,Maharashtra
Accentium Web,Deeptech,2007.0,Gurugram,"Ankur Warikoo, Bharanidharan Viswanathan, Umang Kumar, Vivek Pahwa",India,"Rs 190,900,000.0",Haryana
Accio Robotics,Advanced Hardware & Technology,2019.0,Bengaluru,"Pranav Srinivasan, Tuhin Sharma",India,"Rs 149,400,000.0",Karnataka
AccioJob,Consumer Services,2018.0,Gurugram,"Harsh Sharma, Priyanshu Agarwal, Vishu Bansal, Yashwardhan Burad",India,"Rs 239,870,000.0",Haryana
Accion Labs,Enterprise Tech,2011.0,Mumbai,"Kinesh Doshi,Sandesh Sukumaran,Tony Kernan",India,"Rs 7,719,000,000.0",Maharashtra
Accord Innovations,Enterprise Services,2019.0,Bengaluru,Dilip Shankar,India,,Karnataka
Acculi Labs,,2017.0,Bengaluru,"Hari Prasath M., Rupam Das",India,"Rs 180,940,000.0",Karnataka
Accumax,Health Tech,2003.0,Gandhinagar,"Chirag Shah,Tejas Shah",India,"Rs 5,644,000,000.0",Gujarat
Ace Turtle,Enterprise Tech,2014.0,Bengaluru,"Berry Singh, Nitin Chhabra",India,"Rs 4,018,030,000.0",Karnataka
Acefour Accessories,Ecommerce,2022.0,Mumbai,"Sudip Ghose, Arnob Kumar Mondal, Uday Sodhi",India,"Rs 1,452,500,000.0",Maharashtra
Acko,Fintech,2016.0,Bengaluru,"Ruchi Deepak, Varun Dua",India,"Rs 49,385,000,000.0",Karnataka
Acru,Enterprise Tech,2019.0,Bengaluru,"Manjunath Reddy, Hari Praveen",India,,Karnataka
Acsia Technologies,Enterprise Tech,2014.0,Trivandrum,"Jijimon Chandran, Sabeen Abusali",India,,Kerala
ActOnMagic,Enterprise Tech,2014.0,Bengaluru,"Madan Ganesh Velayudham, Sumathi Kuppusamy",India,,Karnataka
Action Ment,Enterprise Tech,2022.0,Bengaluru,Sagar Kalsekar,India,,Karnataka
Actlogica,Fintech,2019.0,Hyderabad,"Ameet Ayare, Archana Anoor",India,,Telangana
Actofit,Health Tech,2014.0,Mumbai,"Aashutosh Sharma, Nikhil Lamba, Pratik Saraogi",India,,Maharashtra
Actyv.ai,Enterprise Tech,2019.0,Bengaluru,"Ambarish Ojha, Raghu Venkat, Raghunath Subramanian, Ramkumar Thirumurthi",India,"Rs 996,000,000.0",Karnataka
Acubiosys,Health Tech,2017.0,Hyderabad,Srinivas Maddi,India,,Telangana
Acuradyne Systems,Health Tech,2017.0,Mumbai,Sushanth Poojary,India,,Maharashtra
AdOnMo,Enterprise Tech,2017.0,Hyderabad,"Sandeep Bommireddi, Sravanth Gajula",India,"Rs 4,150,000,000.0",Telangana
AdStringO,Enterprise Tech,2014.0,Navi Mumbai,Mohan Chandrasekaran,India,,Maharashtra
AdUrCup,Enterprise Tech,2015.0,Noida,"Abhishek Verma, Harshit Mittal, Kumar Kushang, Nitin Prakash",India,,Uttar Pradesh
AdWyze,Enterprise Tech,2014.0,Bengaluru,"Ankur Gupta, Arun Srinivasan",India,"Rs 83,000,000.0",Karnataka
Adansa,Fintech,2011.0,Kolkata,"Neeraj Kumar Jain,Anurag Mohta",India,"Rs 149,400,000.0",West Bengal
Adapt motors,Ecommerce,2015.0,Hyderabad,"Bharath Mamidoju, Parupati Madukar",India,,Telangana
Adda247,Edtech,2016.0,Gurugram,"Anil Nagar, Saurabh Bansal",India,"Rs 5,063,000,000.0",Haryana
AddressHealth,Health Tech,2010.0,Bengaluru,Anand Lakshman,India,"Rs 124,500,000.0",Karnataka
Adiabatic,Clean Tech,2022.0,Ahmednagar,,India,,Maharashtra
Adicube,Media & Entertainment,2021.0,Bengaluru,Sreetam Panda,India,"Rs 132,800,000.0",Karnataka
Adiuvo Diagnostics,Enterprise Tech,2015.0,Chennai,"Bala Pesala, Geethanjali Radhakrishnan",India,,Tamil Nadu
AdmitKard,Edtech,2016.0,Noida,"Piyush Bhartiya, Rachit Agrawal",India,"Rs 971,100,000.0",Uttar Pradesh
Adonia Hospitality,Consumer Services,2021.0,Mumbai,Rupesh Kumar,India,"Rs 83,000,000.0",Maharashtra
Adsys,Health Tech,2021.0,Jaipur,"Hardik Sharma, Apoorv Agarwal, Yash Badola",India,,Rajasthan
Adukale,Ecommerce,2009.0,Bengaluru,"Nagaratna Ravindra,Malathi Sharma",India,"Rs 219,120,000.0",Karnataka
AdvaRisk,Fintech,2016.0,Mumbai,"Rahul Metkar, Vishal Sharma",India,,Maharashtra
Advance Mobility,Enterprise Tech,2023.0,Mumbai,Mohit Prakash Jalan,India,"Rs 415,000,000.0",Maharashtra
Advanced Structures India,Enterprise Tech,2014.0,Bengaluru,Vaibhav Kumar,India,,Karnataka
Advenio,Enterprise Tech,2010.0,Chandigarh,Mausumi Acharyya,India,,Chandigarh
Adventum Student Living,Edtech,2019.0,Mumbai,"Amit Singh, Sanyatan Biswas",India,"Rs 1,079,000,000.0",Maharashtra
Adventures Overland,Travel Tech,2012.0,Gurugram,"Sanjay Madan, Tushar Agarwal",India,"Rs 83,000,000.0",Haryana
Advisory Mandi,Fintech,2016.0,Noida,"Kaushlendra Singh Sengar,Mahek Tomar",India,"Rs 2,988,000,000.0",Uttar Pradesh
Adya,Enterprise Tech,2023.0,Bengaluru,"Shayak Mazumder,Angad Ahluwalia,Archana Shah",India,"Rs 104,580,000.0",Karnataka
Adyaway,Ecommerce,2020.0,Gurugram,Keshav Kumar,India,,Haryana
Aegeus Technologies,Advanced Hardware & Technology,2017.0,Bengaluru,Suraj Vernekar,India,,Karnataka
Aequs,Enterprise Services,2006.0,Belgaum,Aravind Melligeri,India,"Rs 6,756,200,000.0",Karnataka
AerMed,Health Tech,2015.0,New Delhi,"Aayush Jindal, Ashish Prakash, Naishadh Sutaria, Nandit Pathak, Nandit Pathak",India,,Delhi
Aerchain,Logistics,2019.0,Bengaluru,"Harsha Kadimisetty, Himavanth Jasti",India,"Rs 539,500,000.0",Karnataka
Aerem,Fintech,2020.0,Mumbai,"Anand Jain,Vikesh Agrawal",India,"Rs 622,500,000.0",Maharashtra
Aereo,,2013.0,Bengaluru,"Nikhil Upadhye, Suhas Banshiwala, Vipul Singh, Yeshwanth Reddy",India,"Rs 1,394,400,000.0",Karnataka
Aeria,Enterprise Tech,2023.0,Gurugram,"Priyanka Gera, Awnish Kumar, Piyush Kateja",India,"Rs 149,400,000.0",Haryana
Aeries Technology Group,Fintech,2012.0,Mumbai,Sudhir Panikassery,India,,Maharashtra
Aerostrovilos,Deeptech,2017.0,Chennai,"Rohit Grover,Pradeep Thangappan,Satya Chakravarthy,Rohit Grover,Pradeep Thangappan,Satya Chakravarthy",India,,Tamil Nadu
Aesthetic,Ecommerce,2000.0,New Delhi,Divij Bajaj,India,,Delhi
Affordplan,Fintech,2016.0,Gurugram,"Hemal Bhatt, Tejbir Singh",India,"Rs 1,120,500,000.0",Haryana
Afinoz,Fintech,2015.0,Noida,"Er Rachna Suneja, Pawneshwar Datt Rai, Vikas Kapoor",India,,Uttar Pradesh
AgNext,Enterprise Tech,2016.0,Chandigarh,"Taranjeet Singh Bhamra,Sparsh Kuar",India,"Rs 1,910,660,000.0",Chandigarh
Agaamin Technologies,Enterprise Tech,2022.0,Gurugram,,India,,Haryana
AggrePay,Fintech,2017.0,Mumbai,Santosh Purabia,India,,Maharashtra
Agilitas Sports,Ecommerce,2023.0,Bengaluru,"Abhishek Ganguly,Amit Prabhu,Atul Baja",India,"Rs 5,312,830,000.0",Karnataka
Agnihotri Aerospace,Advanced Hardware & Technology,2022.0,Mangalore,,India,,Karnataka
Agnikul,Advanced Hardware & Technology,2017.0,Chennai,"Moin SPM, Satyanarayanan Chakravarthy, Srinath Ravichandran",India,"Rs 5,082,920,000.0",Tamil Nadu
Agraga,Logistics,2021.0,Chennai,"Anoop Raghavan,Venkatesh N",India,"Rs 706,330,000.0",Tamil Nadu
Agrahyah Technologies,AI,2017.0,Mumbai,"Rushabh Vasa, Sreeraman Thiagarajan, Uppal Shah",India,"Rs 83,000,000.0",Maharashtra
Agri10x,Agritech,2018.0,Pune,"Abhijith Naraparaju, Abhishek Chakrala, Pankajj P. Ghode, Sundeep Bose",India,,Maharashtra
AgriApp Technologies,Agritech,2014.0,Bengaluru,Basavaraj Girennavar,India,,Karnataka
AgriFi. AI,Enterprise Tech,2020.0,Bengaluru,"Abhilash Thirupathy, Kapil Chawala",India,,Karnataka
Agricx,Agritech,2016.0,Thane,"Ritesh Dhoot, Saurabh Kumar",India,,Maharashtra
Agrigator,Enterprise Tech,2019.0,Bhopal,"Charu Chaturvedi, Udit Sangwan",India,,Madhya Pradesh
Agrilectric,Agritech,2022.0,Bengaluru,"Pushpa Gopal, Rohan S, Sarvesha Y V",India,,Karnataka
Agrim,Agritech,2020.0,Gurugram,"Avi Jain, Mukul Garg",India,"Rs 2,431,070,000.0",Haryana
Agrix,Agritech,2020.0,Patna,"Nilay Pandey, Sandeep Joshi, Saurav Singh, Vivek Kumar",India,,Bihar
Agrizy,Agritech,2020.0,Bengaluru,"Saket Chirania, Vicky Dodani",India,"Rs 1,558,740,000.0",Karnataka
Agro2o,Agritech,2018.0,New Delhi,Yash Vyas,India,,Delhi
AgroStar,Agritech,2013.0,Pune,"Shardul Sheth, Sitanshu Sheth",India,"Rs 9,254,500,000.0",Maharashtra
AgroWave,Agritech,2017.0,Gurugram,"Anu Meena,Payal Jawalkar,Prakash Kushwaha",India,"Rs 207,500,000.0",Haryana
Agrya,Enterprise Services,2010.0,Chennai,"Jaya Kumar M, Padmapriya V C",India,,Tamil Nadu
Agua Wireless Systems,Enterprise Tech,2019.0,Bengaluru,Rohit Nara,India,,Karnataka
Ahaguru,Edtech,2012.0,Chennai,"Balaji Sampath, Gomathi Dhamodharan",India,,Tamil Nadu
Ahammune Biosciences,Health Tech,2016.0,Pune,"Parul Ganju,Dr Krishnamurthy Natarajan",India,"Rs 415,000,000.0",Maharashtra
Ai Health Highway,Health Tech,2018.0,Bengaluru,"Satish Jeevannavar, Radhakrishna Jamadagni",India,"Rs 83,000,000.0",Karnataka
AiRTH,Ecommerce,2020.0,New Delhi,"Abhimanyu Kumar, Birendra Rajan, Pushaan Singh, Ravi Kaushik",India,,Delhi
Aibono,Agritech,2014.0,Bengaluru,Vivek Rajkumar,India,"Rs 423,300,000.0",Karnataka
Aica Health,Enterprise Tech,2022.0,Gurugram,,India,,Haryana
Aidia Technovations,Edtech,2017.0,Mumbai,Jigish Sonagara,India,,Maharashtra
Aikaan Lab Pvt Ltd,AI,2018.0,Bengaluru,"Chetan Kumar, Pronoy Debnath",India,,Karnataka
Aikenist,Enterprise Tech,2019.0,Bengaluru,Ashwin Amarapuram,India,,Karnataka
AirCTO,Enterprise Tech,2016.0,Bengaluru,Atif Haider,India,,Karnataka
AirMed Labs,Health Tech,2016.0,Ahmedabad,"Amit Gupta, Aradhana Gupta, Nayan Goyal, Piyush Gupta",India,"Rs 116,200,000.0",Gujarat
AirOk,Ecommerce,2015.0,New Delhi,Pavan Reddy Yasa,India,,Delhi
AirProbe,Advanced Hardware & Technology,2017.0,Bengaluru,Ganesh Shankar,India,,Karnataka
Airattix,Logistics,2020.0,Pune,Aditya Kale,India,,Maharashtra
Airblack,Edtech,2019.0,Gurugram,"Pulkit Pujara, Vaibhav Raj Gupta, Videt Jaiswal",India,"Rs 884,780,000.0",Haryana
Airbound,Deeptech,2020.0,Bengaluru,"Faraaz Baig, Naman Pushp",India,"Rs 141,100,000.0",Karnataka
Airpay,Fintech,2012.0,Mumbai,"Amit Kapoor, Kunal Jhunjhunwala, Rohan Deshpande",India,"Rs 298,800,000.0",Maharashtra
Airtel Start-up Accelerator Program,,2019.0,New Delhi,,India,,Delhi
Airwoot,Enterprise Tech,2012.0,New Delhi,"Achal Aggarwal, Prabhat Saraswat, Saurabh Arora",India,,Delhi
Ais Technolabs,Enterprise Services,2010.0,Ahmedabad,Sunny Chawla,India,,Gujarat
Aisle,Media & Entertainment,2014.0,Bengaluru,Able Joseph,India,,Karnataka
Aissel Technologies,Enterprise Tech,2010.0,Hubballi,"Mahesh Grampurohit, Prasad Patil, Suraj Prabhu",India,,Karnataka
Ajjas,Enterprise Tech,2016.0,Bhopal,"Gaurav Verma, Shailendra Singh",India,,Madhya Pradesh
AjnaLens,Deeptech,2014.0,Mumbai,"Abhijit Patel, Abhishek Tomar, Pankaj Raut",India,"Rs 339,470,000.0",Maharashtra
Akaike Technologies,Enterprise Tech,2018.0,Bengaluru,Rahul Thota,India,,Karnataka
Akasa Air,Travel Tech,2021.0,Mumbai,"Aditya Ghosh, Aditya Ghosh, Anand Srinivasan, Belson Coutinho, Bhavin Joshi, Neelu Khatri, Niraj Dube, Praveen Iyer, Sanjay Dube, Vinay Dube",India,"Rs 2,900,850,000.0",Maharashtra
Aker Foods,,2019.0,Pune,"Adarsh Kedari, Manoj Jadhav, Nihal Surve, Suraj Saste",India,,Maharashtra
Akiva Superfoods,Ecommerce,2016.0,Gurugram,Shalabh Gupta,India,"Rs 166,000,000.0",Haryana
Aknamed,Enterprise Tech,2018.0,Bengaluru,"Mayank Kapoor, Saurabh Pandey, Varun Vohra",India,"Rs 4,703,610,000.0",Karnataka
Akshayakalpa,Ecommerce,2010.0,Bengaluru,"Dr. G.N.S. Reddy, Shashi Kumar",India,"Rs 2,482,530,000.0",Karnataka
Aksum,Enterprise Tech,2021.0,New Delhi,"Sumit Bhatia,Ankit Jain",India,"Rs 83,000,000.0",Delhi
Akudo,Fintech,2020.0,Bengaluru,"Jagveer Gandhi, Lavika Aggarwal, Sajal Khanna",India,"Rs 348,600,000.0",Karnataka
Alaya,Ecommerce,2015.0,Ambala,"Sabena Puri, Rina Dhaka, Sanchit Baweja",India,,Haryana
Alchemyst AI,Enterprise Tech,2023.0,Bengaluru,"Uttaran Nayak, Anuran Roy",India,,Karnataka
AlgoLeap,Enterprise Services,2021.0,Hyderabad,Sai P. Chanderraju,India,,Telangana
AlgoTest,Fintech,2021.0,New Delhi,Rajat Jaiswal,India,,Delhi
Algobulls,Fintech,2019.0,Mumbai,"Pushpak Dagade, Suraj Bathija",India,"Rs 206,670,000.0",Maharashtra
